date,time,title,speaker,type
N/A,N/A,IBCircuit: Towards Holistic Circuit Discovery with Information Bottleneck,N/A,N/A
N/A,N/A,Can We Predict Performance of Large Models across Vision-Language Tasks?,N/A,N/A
N/A,N/A,Accelerating Unbiased LLM Evaluation via Synthetic Feedback,N/A,N/A
N/A,N/A,WikiBigEdit: Understanding the Limits of Lifelong Knowledge Editing in LLMs,N/A,N/A
N/A,N/A,Delta Decompression for MoE-based LLMs Compression,N/A,N/A
N/A,N/A,(How) Do Language Models Track State?,N/A,N/A
N/A,N/A,PDE-Controller: LLMs for Autoformalization and Reasoning of PDEs,N/A,N/A
N/A,N/A,Reinforce LLM Reasoning through Multi-Agent Reflection,N/A,N/A
N/A,N/A,Premise-Augmented Reasoning Chains Improve Error Identification in Math reasoning with LLMs,N/A,N/A
N/A,N/A,PoisonBench: Assessing Language Model Vulnerability to Poisoned Preference Data,N/A,N/A
N/A,N/A,Attention Mechanisms Perspective: Exploring LLM Processing of Graph-Structured Data,N/A,N/A
N/A,N/A,Vulnerability-Aware Alignment: Mitigating Uneven Forgetting in Harmful Fine-Tuning,N/A,N/A
N/A,N/A,Idiosyncrasies in Large Language Models,N/A,N/A
N/A,N/A,Active Reward Modeling: Adaptive Preference Labeling for Large Language Model Alignment,N/A,N/A
N/A,N/A,Fragments to Facts: Partial-Information Fragment Inference from LLMs,N/A,N/A
N/A,N/A,Understanding Chain-of-Thought in LLMs through Information Theory,N/A,N/A
N/A,N/A,Improving Model Alignment Through Collective Intelligence of Open-Source Models,N/A,N/A
N/A,N/A,KV Shifting Attention Enhances Language Modeling,N/A,N/A
N/A,N/A,DA-KD: Difficulty-Aware Knowledge Distillation for Efficient Large Language Models,N/A,N/A
N/A,N/A,Puzzle: Distillation-Based NAS for Inference-Optimized LLMs,N/A,N/A
N/A,N/A,Analyze Feature Flow to Enhance Interpretation and Steering in Language Models,N/A,N/A
N/A,N/A,Steer LLM Latents for Hallucination Detection,N/A,N/A
N/A,N/A,Token Signature: Predicting Chain-of-Thought Gains with Token Decoding Feature in Large Language Models,N/A,N/A
N/A,N/A,Maximizing Intermediate Checkpoint Value in LLM Pretraining with Bayesian Optimization,N/A,N/A
N/A,N/A,Satori: Reinforcement Learning with Chain-of-Action-Thought Enhances LLM Reasoning via Autoregressive Search,N/A,N/A
N/A,N/A,Preference Learning for AI Alignment: a Causal Perspective,N/A,N/A
N/A,N/A,FloE: On-the-Fly MoE Inference on Memory-constrained GPU,N/A,N/A
N/A,N/A,Olica: Efficient Structured Pruning of Large Language Models without Retraining,N/A,N/A
N/A,N/A,Token Assorted: Mixing Latent and Text Tokens for Improved Language Model Reasoning,N/A,N/A
N/A,N/A,To Steer or Not to Steer? Mechanistic Error Reduction with Abstention for Language Models,N/A,N/A
N/A,N/A,Revealing Weaknesses in Text Watermarking Through Self-Information Rewrite Attacks,N/A,N/A
N/A,N/A,MoE-SVD: Structured Mixture-of-Experts LLMs Compression via Singular Value Decomposition,N/A,N/A
N/A,N/A,Unlocking Post-hoc Dataset Inference with Synthetic Data,N/A,N/A
N/A,N/A,ProSec: Fortifying Code LLMs with Proactive Security Alignment,N/A,N/A
N/A,N/A,Lexico: Extreme KV Cache Compression via Sparse Coding over Universal Dictionaries,N/A,N/A
N/A,N/A,PIPA: Preference Alignment as Prior-Informed Statistical Estimation,N/A,N/A
N/A,N/A,"Regress, Don’t Guess: A Regression-like Loss on Number Tokens for Language Models",N/A,N/A
N/A,N/A,"Evolving Prompts In-Context: An Open-ended, Self-replicating Perspective",N/A,N/A
N/A,N/A,Unnatural Languages Are Not Bugs but Features for LLMs,N/A,N/A
N/A,N/A,LongRoPE2: Near-Lossless LLM Context Window Scaling,N/A,N/A
N/A,N/A,Potemkin Understanding in Large Language Models,N/A,N/A
N/A,N/A,A Tale of Two Structures: Do LLMs Capture the Fractal Complexity of Language?,N/A,N/A
N/A,N/A,Reflection-Window Decoding: Text Generation with Selective Refinement,N/A,N/A
N/A,N/A,MxMoE: Mixed-precision Quantization for MoE with Accuracy and Performance Co-Design,N/A,N/A
N/A,N/A,Generalizing from SIMPLE to HARD Visual Reasoning: Can We Mitigate Modality Imbalance in VLMs?,N/A,N/A
N/A,N/A,Can Compressed LLMs Truly Act? An Empirical Evaluation of Agentic Capabilities in LLM Compression,N/A,N/A
N/A,N/A,"PANDAS: Improving Many-shot Jailbreaking via Positive Affirmation, Negative Demonstration, and Adaptive Sampling",N/A,N/A
N/A,N/A,"SNS-Bench: Defining, Building, and Assessing Capabilities of Large Language Models in Social Networking Services",N/A,N/A
N/A,N/A,CommVQ: Commutative Vector Quantization for KV Cache Compression,N/A,N/A
N/A,N/A,Evaluating LLMs Across Multi-Cognitive Levels: From Medical Knowledge Mastery to Scenario-Based Problem Solving,N/A,N/A
N/A,N/A,Efficient Graph Continual Learning via Lightweight Graph Neural Tangent Kernels-based Dataset Distillation,N/A,N/A
N/A,N/A,The Price of Freedom: Exploring Expressivity and Runtime Tradeoffs in Equivariant Tensor Products,N/A,N/A
N/A,N/A,Test-Time Graph Neural Dataset Search With Generative Projection,N/A,N/A
N/A,N/A,CSG-ODE: ControlSynth Graph ODE For Modeling Complex Evolution of Dynamic Graphs,N/A,N/A
N/A,N/A,A Manifold Perspective on the Statistical Generalization of Graph Neural Networks,N/A,N/A
N/A,N/A,Structure Is All You Need: Structural Representation Learning on Hyper-Relational Knowledge Graphs,N/A,N/A
N/A,N/A,Enhancing Graph Invariant Learning from a Negative Inference Perspective,N/A,N/A
N/A,N/A,Self-Improving Language Models for Evolutionary Program Synthesis: A Case Study on ARC-AGI,N/A,N/A
N/A,N/A,Mixture of Lookup Experts,N/A,N/A
N/A,N/A,CRANE: Reasoning with constrained LLM generation,N/A,N/A
N/A,N/A,Accelerating LLM Inference with Lossless Speculative Decoding Algorithms for Heterogeneous Vocabularies,N/A,N/A
N/A,N/A,What Makes In-context Learning Effective for Mathematical Reasoning,N/A,N/A
N/A,N/A,any4: Learned 4-bit Numeric Representation for LLMs,N/A,N/A
N/A,N/A,CurvGAD: Leveraging Curvature for Enhanced Graph Anomaly Detection,N/A,N/A
N/A,N/A,Implicit Subgraph Neural Network,N/A,N/A
N/A,N/A,Enhancing the Influence of Labels on Unlabeled Nodes in Graph Convolutional Networks,N/A,N/A
N/A,N/A,How Much Can Transfer? BRIDGE: Bounded Multi-Domain Graph Foundation Model with Generalization Guarantees,N/A,N/A
N/A,N/A,Implicit degree bias in the link prediction task,N/A,N/A
N/A,N/A,Redundancy Undermines the Trustworthiness of Self-Interpretable GNNs,N/A,N/A
N/A,N/A,Learn Beneficial Noise as Graph Augmentation,N/A,N/A
N/A,N/A,Toward Data-centric Directed Graph Learning: An Entropy-driven Approach,N/A,N/A
N/A,N/A,SCENIR: Visual Semantic Clarity through Unsupervised Scene Graph Retrieval,N/A,N/A
N/A,N/A,Overcoming Spurious Solutions in Semi-Dual Neural Optimal Transport: A Smoothing Approach for Learning the Optimal Transport Plan,N/A,N/A
N/A,N/A,Ultra-Resolution Adaptation with Ease,N/A,N/A
N/A,N/A,Geometry Informed Tokenization of Molecules for Language Model Generation,N/A,N/A
N/A,N/A,Kinetic Langevin Diffusion for Crystalline Materials Generation,N/A,N/A
N/A,N/A,SADA: Stability-guided Adaptive Diffusion Acceleration,N/A,N/A
N/A,N/A,ConceptAttention: Diffusion Transformers Learn Highly Interpretable Features,N/A,N/A
N/A,N/A,MGD3 : Mode-Guided Dataset Distillation using Diffusion Models,N/A,N/A
N/A,N/A,Learnings from Scaling Visual Tokenizers for Reconstruction and Generation,N/A,N/A
N/A,N/A,DeFoG: Discrete Flow Matching for Graph Generation,N/A,N/A
N/A,N/A,Understanding and Mitigating Memorization in Diffusion Models for Tabular Data,N/A,N/A
N/A,N/A,Boost-and-Skip: A Simple Guidance-Free Diffusion for Minority Generation,N/A,N/A
N/A,N/A,Scaling Laws for Pre-training Agents and World Models,N/A,N/A
N/A,N/A,Understanding and Mitigating Memorization in Generative Models via Sharpness of Probability Landscapes,N/A,N/A
N/A,N/A,"Train for the Worst, Plan for the Best: Understanding Token Ordering in Masked Diffusions",N/A,N/A
N/A,N/A,FlexTok: Resampling Images into 1D Token Sequences of Flexible Length,N/A,N/A
N/A,N/A,Devil is in the Details: Density Guidance for Detail-Aware Generation with Flow Models,N/A,N/A
N/A,N/A,Accelerated Diffusion Models via Speculative Sampling,N/A,N/A
N/A,N/A,Inverse Bridge Matching Distillation,N/A,N/A
N/A,N/A,Noise Conditional Variational Score Distillation,N/A,N/A
N/A,N/A,D-Fusion: Direct Preference Optimization for Aligning Diffusion Models with Visually Consistent Samples,N/A,N/A
N/A,N/A,Shielded Diffusion: Generating Novel and Diverse Images using Sparse Repellency,N/A,N/A
N/A,N/A,Efficiently Access Diffusion Fisher: Within the Outer Product Span Space,N/A,N/A
N/A,N/A,Compressed Image Generation with Denoising Diffusion Codebook Models,N/A,N/A
N/A,N/A,Identifiable Object Representations under Spatial Ambiguities,N/A,N/A
N/A,N/A,Beyond Log-Concavity and Score Regularity: Improved Convergence Bounds for Score-Based Generative Models in W2-distance,N/A,N/A
N/A,N/A,LGDM: Latent Guidance in Diffusion Models for Perceptual Evaluations,N/A,N/A
N/A,N/A,Concept Reachability in Diffusion Models: Beyond Dataset Constraints,N/A,N/A
N/A,N/A,Inductive Moment Matching,N/A,N/A
N/A,N/A,Beyond Task-Specific Reasoning: A Unified Conditional Generative Framework for Abstract Visual Reasoning,N/A,N/A
N/A,N/A,Skrr: Skip and Re-use Text Encoder Layers for Memory Efficient Text-to-Image Generation,N/A,N/A
N/A,N/A,Orthus: Autoregressive Interleaved Image-Text Generation with Modality-Specific Heads,N/A,N/A
N/A,N/A,Portable Reward Tuning: Towards Reusable Fine-Tuning across Different Pretrained Models,N/A,N/A
N/A,N/A,In-Context Deep Learning via Transformer Models,N/A,N/A
N/A,N/A,The Double-Ellipsoid Geometry of CLIP,N/A,N/A
N/A,N/A,Sundial: A Family of Highly Capable Time Series Foundation Models,N/A,N/A
N/A,N/A,Are Large Brainwave Foundation Models Capable Yet ? Insights from Fine-Tuning,N/A,N/A
N/A,N/A,Whitened CLIP as a Likelihood Surrogate of Images and Captions,N/A,N/A
N/A,N/A,How Far Is Video Generation from World Model: A Physical Law Perspective,N/A,N/A
N/A,N/A,TabICL: A Tabular Foundation Model for In-Context Learning on Large Data,N/A,N/A
N/A,N/A,Score-of-Mixture Training: One-Step Generative Model Training Made Simple via Score Estimation of Mixture Distributions,N/A,N/A
N/A,N/A,Vector Grimoire: Codebook-based Shape Generation under Raster Image Supervision,N/A,N/A
N/A,N/A,Latent Thought Models with Variational Bayes Inference-Time Computation,N/A,N/A
N/A,N/A,UniDB: A Unified Diffusion Bridge Framework via Stochastic Optimal Control,N/A,N/A
N/A,N/A,"SFT Memorizes, RL Generalizes: A Comparative Study of Foundation Model Post-training",N/A,N/A
N/A,N/A,WildChat-50M: A Deep Dive Into the Role of Synthetic Data in Post-Training,N/A,N/A
N/A,N/A,Scaling Laws for Forgetting during Finetuning with Pretraining Data Injection,N/A,N/A
N/A,N/A,On Understanding Attention-Based In-Context Learning for Categorical Data,N/A,N/A
N/A,N/A,Benign Overfitting in Token Selection of Attention Mechanism,N/A,N/A
N/A,N/A,AdaSplash: Adaptive Sparse Flash Attention,N/A,N/A
N/A,N/A,Star Attention: Efficient LLM Inference over Long Sequences,N/A,N/A
N/A,N/A,Sparse Video-Gen: Accelerating Video Diffusion Transformers with Spatial-Temporal Sparsity,N/A,N/A
N/A,N/A,Re-ranking Reasoning Context with Tree Search Makes Large Vision-Language Models Stronger,N/A,N/A
N/A,N/A,On-Device Collaborative Language Modeling via a Mixture of Generalists and Specialists,N/A,N/A
N/A,N/A,Beyond Low-rank Decomposition: A Shortcut Approach for Efficient On-Device Learning,N/A,N/A
Structured f-Divergence Regularization,N/A,When Maximum Entropy Misleads Policy Optimization,N/A,Poster Session
Structured f-Divergence Regularization,N/A,NBDI: A Simple and Effective Termination Condition for Skill Extraction from Task-Agnostic Demonstrations,N/A,Poster Session
Structured f-Divergence Regularization,N/A,Inverse Optimization via Learning Feasible Regions,N/A,Poster Session
Structured f-Divergence Regularization,N/A,"Fast, Accurate Manifold Denoising by Tunneling Riemannian Optimization",N/A,Poster Session
Structured f-Divergence Regularization,N/A,Variance-Reduced Forward-Reflected-Backward Splitting Methods for Nonmonotone Generalized Equations,N/A,Poster Session
Structured f-Divergence Regularization,N/A,Non-Asymptotic and Non-Lipschitzian Bounds on Optimal Values in Stochastic Optimization Under Heavy Tails,N/A,Poster Session
Structured f-Divergence Regularization,N/A,Stacey: Promoting Stochastic Steepest Descent via Accelerated ℓp-Smooth Nonconvex Optimization,N/A,Poster Session
Structured f-Divergence Regularization,N/A,Quantum Optimization via Gradient-Based Hamiltonian Descent,N/A,Poster Session
Structured f-Divergence Regularization,N/A,Contextual Optimization Under Model Misspecification: A Tractable and Generalizable Approach,N/A,Poster Session
Structured f-Divergence Regularization,N/A,Enhancing Parallelism in Decentralized Stochastic Convex Optimization,N/A,Poster Session
Structured f-Divergence Regularization,N/A,RobustZero: Enhancing MuZero Reinforcement Learning Robustness to State Perturbations,N/A,Poster Session
Structured f-Divergence Regularization,N/A,Knowledge Retention in Continual Model-Based Reinforcement Learning,N/A,Poster Session
Structured f-Divergence Regularization,N/A,Mitigating Plasticity Loss in Continual Reinforcement Learning by Reducing Churn,N/A,Poster Session
Structured f-Divergence Regularization,N/A,Value-Based Deep RL Scales Predictably,N/A,Poster Session
Structured f-Divergence Regularization,N/A,LipsNet++: Unifying Filter and Controller into a Policy Network,N/A,Poster Session
Structured f-Divergence Regularization,N/A,ARS: Adaptive Reward Scaling for Multi-Task Reinforcement Learning,N/A,Poster Session
Structured f-Divergence Regularization,N/A,SOLD: Slot Object-Centric Latent Dynamics Models for Relational Manipulation Learning from Pixels,N/A,Poster Session
Structured f-Divergence Regularization,N/A,SENSEI: Semantic Exploration Guided by Foundation Models to Learn Versatile World Models,N/A,Poster Session
Structured f-Divergence Regularization,N/A,Return Capping: Sample Efficient CVaR Policy Gradient Optimisation,N/A,Poster Session
Structured f-Divergence Regularization,N/A,Imitation Learning from a Single Temporally Misaligned Video,N/A,Poster Session
Structured f-Divergence Regularization,N/A,Explicit Exploration for High-Welfare Equilibria in Game-Theoretic Multiagent Reinforcement Learning,N/A,Poster Session
Structured f-Divergence Regularization,N/A,Risk-Sensitive Theory of Mind: Coordinating with Agents of Unknown Bias using Cumulative Prospect Theory,N/A,Poster Session
Structured f-Divergence Regularization,N/A,Finite-Sample Convergence Bounds for Trust Region Policy Optimization in Mean Field Games,N/A,Poster Session
Structured f-Divergence Regularization,N/A,Leveraging Skills from Unlabeled Prior Data for Efficient Online Exploration,N/A,Poster Session
Structured f-Divergence Regularization,N/A,Novelty Detection in Reinforcement Learning with World Models,N/A,Poster Session
Structured f-Divergence Regularization,N/A,Local Manifold Approximation and Projection for Manifold-Aware Diffusion Planning,N/A,Poster Session
Structured f-Divergence Regularization,N/A,Monte Carlo Tree Diffusion for System 2 Planning,N/A,Poster Session
Structured f-Divergence Regularization,N/A,Provable Policy Gradient for Robust Average-Reward MDPs Beyond Rectangularity,N/A,Poster Session
Structured f-Divergence Regularization,N/A,Offline Opponent Modeling with Truncated Q-driven Instant Policy Refinement,N/A,Poster Session
Structured f-Divergence Regularization,N/A,Fundamental Bias in Inverting Random Sampling Matrices with Application to Sub-sampled Newton,N/A,Poster Session
Structured f-Divergence Regularization,N/A,Theoretical guarantees on the best-of-n alignment policy,N/A,Poster Session
Structured f-Divergence Regularization,N/A,Convergence of Consistency Model with Multistep Sampling under General Data Assumptions,N/A,Poster Session
Structured f-Divergence Regularization,N/A,"Revisiting the Predictability of Performative, Social Events",N/A,Poster Session
Structured f-Divergence Regularization,N/A,Fundamental limits of learning in sequence multi-index models and deep attention networks: high-dimensional asymptotics and sharp thresholds,N/A,Poster Session
Structured f-Divergence Regularization,N/A,PDUDT: Provable Decentralized Unlearning under Dynamic Topologies,N/A,Poster Session
Structured f-Divergence Regularization,N/A,Laplace Transform Based Low-Complexity Learning of Continuous Markov Semigroups,N/A,Poster Session
Structured f-Divergence Regularization,N/A,Learning Parametric Distributions from Samples and Preferences,N/A,Poster Session
Structured f-Divergence Regularization,N/A,PAC Learning with Improvements,N/A,Poster Session
Structured f-Divergence Regularization,N/A,Distributed Nonparametric Estimation: from Sparse to Dense Samples per Terminal,N/A,Poster Session
Structured f-Divergence Regularization,N/A,"Metastable Dynamics of Chain-of-Thought Reasoning: Provable Benefits of Search, RL and Distillation",N/A,Poster Session
Structured f-Divergence Regularization,N/A,An Entropy-Based Model for Hierarchical Learning,N/A,Poster Session
Structured f-Divergence Regularization,N/A,Heterogeneous Data Game: Characterizing the Model Competition Across Multiple Data Sources,N/A,Poster Session
Structured f-Divergence Regularization,N/A,Provably Efficient Algorithm for Best Scoring Rule Identification in Online Principal-Agent Information Acquisition,N/A,Poster Session
Structured f-Divergence Regularization,N/A,Learning to Steer Learners in Games,N/A,Poster Session
Structured f-Divergence Regularization,N/A,Maintaining Proportional Committees with Dynamic Candidate Sets,N/A,Poster Session
Structured f-Divergence Regularization,N/A,Selective Response Strategies for GenAI,N/A,Poster Session
Structured f-Divergence Regularization,N/A,A Market for Accuracy: Classification Under Competition,N/A,Poster Session
Structured f-Divergence Regularization,N/A,"Collaborative Mean Estimation Among Heterogeneous Strategic Agents: Individual Rationality, Fairness, and Truthful Contribution",N/A,Poster Session
Structured f-Divergence Regularization,N/A,Heterogeneous Label Shift: Theory and Algorithm,N/A,Poster Session
Structured f-Divergence Regularization,N/A,Towards a Formal Theory of Representational Compositionality,N/A,Poster Session
Structured f-Divergence Regularization,N/A,Test-Time Training Provably Improves Transformers as In-context Learners,N/A,Poster Session
Structured f-Divergence Regularization,N/A,Can Diffusion Models Learn Hidden Inter-Feature Rules Behind Images?,N/A,Poster Session
Structured f-Divergence Regularization,N/A,Can Transformers Reason Logically? A Study in SAT Solving,N/A,Poster Session
Structured f-Divergence Regularization,N/A,Probabilistic Factorial Experimental Design for Combinatorial Interventions,N/A,Poster Session
Structured f-Divergence Regularization,N/A,Nonconvex Theory of M-estimators with Decomposable Regularizers,N/A,Poster Session
Structured f-Divergence Regularization,N/A,Improved Learning via k-DTW: A Novel Dissimilarity Measure for Curves,N/A,Poster Session
Structured f-Divergence Regularization,N/A,Training Dynamics of In-Context Learning in Linear Attention,N/A,Poster Session
Structured f-Divergence Regularization,N/A,Certifiably Robust Model Evaluation in Federated Learning under Meta-Distributional Shifts,N/A,Poster Session
Structured f-Divergence Regularization,N/A,Unified Analysis of Continuous Weak Features Learning with Applications to Learning from Missing Data,N/A,Poster Session
Structured f-Divergence Regularization,N/A,A Generalization Theory for Zero-Shot Prediction,N/A,Poster Session
Structured f-Divergence Regularization,N/A,Limitations of measure-first protocols in quantum machine learning,N/A,Poster Session
Structured f-Divergence Regularization,N/A,Dimension-Independent Rates for Structured Neural Density Estimation,N/A,Poster Session
Structured f-Divergence Regularization,N/A,The Power of Random Features and the Limits of Distribution-Free Gradient Descent,N/A,Poster Session
Structured f-Divergence Regularization,N/A,ATA: Adaptive Task Allocation for Efficient Resource Management in Distributed Machine Learning,N/A,Poster Session
Structured f-Divergence Regularization,N/A,Learning to Incentivize in Repeated Principal-Agent Problems with Adversarial Agent Arrivals,N/A,Poster Session
Structured f-Divergence Regularization,N/A,Beyond Minimax Rates in Group Distributionally Robust Optimization via a Novel Notion of Sparsity,N/A,Poster Session
Structured f-Divergence Regularization,N/A,Fixing the Loose Brake: Exponential-Tailed Stopping Time in Best Arm Identification,N/A,Poster Session
Structured f-Divergence Regularization,N/A,Zero-Inflated Bandits,N/A,Poster Session
Structured f-Divergence Regularization,N/A,Avoiding Catastrophe in Online Learning by Asking for Help,N/A,Poster Session
Structured f-Divergence Regularization,N/A,Implicit Riemannian Optimism with Applications to Min-Max Problems,N/A,Poster Session
Structured f-Divergence Regularization,N/A,Online Learning with Unknown Constraints,N/A,Poster Session
Structured f-Divergence Regularization,N/A,Unlocking the Power of Rehearsal in Continual Learning: A Theoretical Perspective,N/A,Poster Session
Structured f-Divergence Regularization,N/A,A Near Linear Query Lower Bound for Submodular Maximization,N/A,Poster Session
Structured f-Divergence Regularization,N/A,Exploiting Similarity for Computation and Communication-Efficient Decentralized Optimization,N/A,Poster Session
Structured f-Divergence Regularization,N/A,Faster Stochastic Optimization with Arbitrary Delays via Adaptive Asynchronous Mini-Batching,N/A,Poster Session
Structured f-Divergence Regularization,N/A,General framework for online-to-nonconvex conversion: Schedule-free SGD is also effective for nonconvex optimization,N/A,Poster Session
SUN 13 JUL,1 p.m.,Hosted Grab and Go Lunch,N/A,Break
SUN 13 JUL,2 p.m.,Adaptive Alignment: Designing AI for a Changing World - Frauke Kreuter,Frauke Kreuter,Invited Talk
SUN 13 JUL,3:30,Representations 2,N/A,Oral
SUN 13 JUL,3:30,Sundial: A Family of Highly Capable Time Series Foundation Models,N/A,Oral
SUN 13 JUL,3:45,Beyond Matryoshka: Revisiting Sparse Coding for Adaptive Representation,N/A,Oral
SUN 13 JUL,4:00,"Partition First, Embed Later: Laplacian-Based Feature Partitioning for Refined Embedding and Visualization of High-Dimensional Data",N/A,Oral
SUN 13 JUL,4:15,Equivalence is All: A Unified View for Self-supervised Graph Learning,N/A,Oral
SUN 13 JUL,3:30,Position: AI Competitions Provide the Gold Standard for Empirical Rigor in GenAI Evaluation,N/A,Oral
SUN 13 JUL,3:45,Position: Medical Large Language Model Benchmarks Should Prioritize Construct Validity,N/A,Oral
SUN 13 JUL,4:00,Position: Principles of Animal Cognition to Improve LLM Evaluations,N/A,Oral
SUN 13 JUL,4:15,Position: Political Neutrality in AI Is Impossible — But Here Is How to Approximate It,N/A,Oral
SUN 13 JUL,4:30,Poster Session 4 West,N/A,Poster Session
SUN 13 JUL,4:30,Windows Agent Arena: Evaluating Multi-Modal OS Agents at Scale,N/A,Poster Session
SUN 13 JUL,4:30,Dimensionality Reduction on Complex Vector Spaces for Euclidean Distance with Dynamic Weights,N/A,Poster Session
SUN 13 JUL,4:30,CursorCore: Assist Programming through Aligning Anything,N/A,Poster Session
SUN 13 JUL,4:30,Fully Dynamic Embedding into ℓp Spaces,N/A,Poster Session
SUN 13 JUL,4:30,Understanding the Kronecker Matrix-Vector Complexity of Linear Algebra,N/A,Poster Session
SUN 13 JUL,4:30,SquareχPO: Differentially Private and Robust χ2-Preference Optimization in Offline Direct Alignment,N/A,Poster Session
SUN 13 JUL,4:30,Accelerating Quantum Reinforcement Learning with a Quantum Natural Policy Gradient Based Approach,N/A,Poster Session
SUN 13 JUL,4:30,Bellman Unbiasedness: Toward Provably Efficient Distributional Reinforcement Learning with General Value Function Approximation,N/A,Poster Session
SUN 13 JUL,4:30,Quantum Speedups in Regret Analysis of Infinite Horizon Average-Reward Markov Decision Processes,N/A,Poster Session
SUN 13 JUL,4:30,Rectifying Conformity Scores for Better Conditional Coverage,N/A,Poster Session
SUN 13 JUL,4:30,On Differential Privacy for Adaptively Solving Search Problems via Sketching,N/A,Poster Session
SUN 13 JUL,4:30,Matrix Completion with Incomplete Side Information via Orthogonal Complement Projection,N/A,Poster Session
SUN 13 JUL,4:30,VistaDPO: Video Hierarchical Spatial-Temporal Direct Preference Optimization for Large Video Models,N/A,Poster Session
SUN 13 JUL,4:30,Generalization Principles for Inference over Text-Attributed Graphs with Large Language Models,N/A,Poster Session
SUN 13 JUL,4:30,Expected Variational Inequalities,N/A,Poster Session
SUN 13 JUL,4:30,Invariant Deep Uplift Modeling for Incentive Assignment in Online Marketing via Probability of Necessity and Sufficiency,N/A,Poster Session
SUN 13 JUL,4:30,AutoML-Agent: A Multi-Agent LLM Framework for Full-Pipeline AutoML,N/A,Poster Session
SUN 13 JUL,4:30,"AffectGPT: A New Dataset, Model, and Benchmark for Emotion Understanding with Multimodal Large Language Models",N/A,Poster Session
SUN 13 JUL,4:30,Skip the Equations: Learning Behavior of Personalized Dynamical Systems Directly From Data,N/A,Poster Session
SUN 13 JUL,4:30,Thermalizer: Stable autoregressive neural emulation of spatiotemporal chaos,N/A,Poster Session
SUN 13 JUL,4:30,TCP-Diffusion: A Multi-modal Diffusion Model for Global Tropical Cyclone Precipitation Forecasting with Change Awareness,N/A,Poster Session
SUN 13 JUL,4:30,Sidechain conditioning and modeling for full-atom protein sequence design with FAMPNN,N/A,Poster Session
SUN 13 JUL,4:30,Foundation Molecular Grammar: Multi-Modal Foundation Models Induce Interpretable Molecular Graph Languages,N/A,Poster Session
SUN 13 JUL,4:30,Retrieval Augmented Zero-Shot Enzyme Generation for Substrate,N/A,Poster Session
SUN 13 JUL,4:30,LLM-Augmented Chemical Synthesis and Design Decision Programs,N/A,Poster Session
SUN 13 JUL,4:30,Learn Singularly Perturbed Solutions via Homotopy Dynamics,N/A,Poster Session
SUN 13 JUL,4:30,Boosting Protein Graph Representations through Static-Dynamic Fusion,N/A,Poster Session
THU 17 JUL,8:30 a.m.,What to optimize for – from robot arms to frontier AI - Anca Dragan,Anca Dragan,Invited Talk
THU 17 JUL,10 a.m.,STAIR: Improving Safety Alignment with Introspective Reasoning,N/A,Oral
THU 17 JUL,10:15 a.m.,AutoAdvExBench: Benchmarking Autonomous Exploitation of Adversarial Example Defenses,N/A,Oral
THU 17 JUL,10:30 a.m.,Exploring and Mitigating Adversarial Manipulation of Voting-Based Leaderboards,N/A,Oral
THU 17 JUL,10:45 a.m.,Model Immunization from a Condition Number Perspective,N/A,Oral
THU 17 JUL,10 a.m.,DistiLLM-2: A Contrastive Approach Boosts the Distillation of LLMs,N/A,Oral
THU 17 JUL,10:15 a.m.,ABKD: Pursuing a Proper Allocation of the Probability Mass in Knowledge Distillation via α-β-Divergence,N/A,Oral
THU 17 JUL,10:30 a.m.,Navigating Semantic Drift in Task-Agnostic Class-Incremental Learning,N/A,Oral
THU 17 JUL,10:45 a.m.,From Weight-Based to State-Based Fine-Tuning: Further Memory Reduction on LoRA with Parallel Control,N/A,Oral
THU 17 JUL,10 a.m.,The dark side of the forces: assessing non-conservative force models for atomistic machine learning,N/A,Oral
THU 17 JUL,10:15 a.m.,LLM-SRBench: A New Benchmark for Scientific Equation Discovery with Large Language Models,N/A,Oral
THU 17 JUL,10:30 a.m.,Neural Discovery in Mathematics: Do Machines Dream of Colored Planes?,N/A,Oral
THU 17 JUL,10:45 a.m.,Machine Learning meets Algebraic Combinatorics: A Suite of Datasets Capturing Research-level Conjecturing Ability in Pure Mathematics,N/A,Oral
THU 17 JUL,10 a.m.,Statistical Query Hardness of Multiclass Linear Classification with Random Classification Noise,N/A,Oral
THU 17 JUL,10:15 a.m.,All-Purpose Mean Estimation over R: Optimal Sub-Gaussianity with Outlier Robustness and Low Moments Performance,N/A,Oral
THU 17 JUL,10:30 a.m.,A Generalization Result for Convergence in Learning-to-Optimize,N/A,Oral
THU 17 JUL,10:45 a.m.,Theoretical Limitations of Ensembles in the Age of Overparameterization,N/A,Oral
SUN 13 JUL,9 a.m.,FACTER: Fairness-Aware Conformal Thresholding and Prompt Engineering for Enabling Fair LLM-Based Recommender Systems,N/A,Poster Session
SUN 13 JUL,9 a.m.,Fairness Overfitting in Machine Learning: An Information-Theoretic Perspective,N/A,Poster Session
SUN 13 JUL,9 a.m.,Clone-Robust AI Alignment,N/A,Poster Session
SUN 13 JUL,9 a.m.,Understanding Fixed Predictions via Confined Regions,N/A,Poster Session
SUN 13 JUL,9 a.m.,Graph Inverse Style Transfer for Counterfactual Explainability,N/A,Poster Session
SUN 13 JUL,9 a.m.,TOPLOC: A Locality Sensitive Hashing Scheme for Trustless Verifiable Inference,N/A,Poster Session
