paper_title,authors,pdf_url
Argus: Vision-Centric Reasoning with Grounded Chain-of-Thought,"Yunze Man, De-An Huang, Guilin Liu, Shiwei Sheng, Shilong Liu, Liang-Yan Gui, Jan Kautz, Yu-Xiong Wang, Zhiding Yu",https://openaccess.thecvf.com/content/CVPR2025/papers/Man_Argus_Vision-Centric_Reasoning_with_Grounded_Chain-of-Thought_CVPR_2025_paper.pdf
Bootstrap Your Own Views: Masked Ego-Exo Modeling for Fine-grained View-invariant Video Representations,"Jungin Park, Jiyoung Lee, Kwanghoon Sohn",https://openaccess.thecvf.com/content/CVPR2025/papers/Park_Bootstrap_Your_Own_Views_Masked_Ego-Exo_Modeling_for_Fine-grained_View-invariant_CVPR_2025_paper.pdf
SFDM: Robust Decomposition of Geometry and Reflectance for Realistic Face Rendering from Sparse-view Images,"Daisheng Jin, Jiangbei Hu, Baixin Xu, Yuxin Dai, Chen Qian, Ying He",https://openaccess.thecvf.com/content/CVPR2025/papers/Jin_SFDM_Robust_Decomposition_of_Geometry_and_Reflectance_for_Realistic_Face_CVPR_2025_paper.pdf
DiSRT-In-Bed: Diffusion-Based Sim-to-Real Transfer Framework for In-Bed Human Mesh Recovery,"Jing Gao, Ce Zheng, Laszlo A. Jeni, Zackory Erickson",https://openaccess.thecvf.com/content/CVPR2025/papers/Gao_DiSRT-In-Bed_Diffusion-Based_Sim-to-Real_Transfer_Framework_for_In-Bed_Human_Mesh_Recovery_CVPR_2025_paper.pdf
Ouroboros3D: Image-to-3D Generation via 3D-aware Recursive Diffusion,"Hao Wen, Zehuan Huang, Yaohui Wang, Xinyuan Chen, Lu Sheng",https://openaccess.thecvf.com/content/CVPR2025/papers/Wen_Ouroboros3D_Image-to-3D_Generation_via_3D-aware_Recursive_Diffusion_CVPR_2025_paper.pdf
QMambaBSR: Burst Image Super-Resolution with Query State Space Model,"Xin Di, Long Peng, Peizhe Xia, Wenbo Li, Renjing Pei, Yang Cao, Yang Wang, Zheng-Jun Zha",https://openaccess.thecvf.com/content/CVPR2025/papers/Di_QMambaBSR_Burst_Image_Super-Resolution_with_Query_State_Space_Model_CVPR_2025_paper.pdf
Encapsulated Composition of Text-to-Image and Text-to-Video Models for High-Quality Video Synthesis,"Tongtong Su, Chengyu Wang, Bingyan Liu, Jun Huang, Dongming Lu",https://openaccess.thecvf.com/content/CVPR2025/papers/Su_Encapsulated_Composition_of_Text-to-Image_and_Text-to-Video_Models_for_High-Quality_Video_CVPR_2025_paper.pdf
Multi-Group Proportional Representations for Text-to-Image Models,"Sangwon Jung, Alex Oesterling, Claudio Mayrink Verdun, Sajani Vithana, Taesup Moon, Flavio P. Calmon",https://openaccess.thecvf.com/content/CVPR2025/papers/Jung_Multi-Group_Proportional_Representations_for_Text-to-Image_Models_CVPR_2025_paper.pdf
Towards Generalizable Trajectory Prediction using Dual-Level Representation Learning and Adaptive Prompting,"Kaouther Messaoud, Matthieu Cord, Alexandre Alahi",https://openaccess.thecvf.com/content/CVPR2025/papers/Messaoud_Towards_Generalizable_Trajectory_Prediction_using_Dual-Level_Representation_Learning_and_Adaptive_CVPR_2025_paper.pdf
CoMatcher: Multi-View Collaborative Feature Matching,"Jintao Zhang, Zimin Xia, Mingyue Dong, Shuhan Shen, Linwei Yue, Xianwei Zheng",https://openaccess.thecvf.com/content/CVPR2025/papers/Zhang_CoMatcher_Multi-View_Collaborative_Feature_Matching_CVPR_2025_paper.pdf
COUNTS: Benchmarking Object,N/A,N/A
A3: Few-shot Prompt Learning of Unlearnable Examples with Cross-Modal Adversarial Feature Alignment,"Xu, Cheng-zhong",N/A
Adapting Pre-trained 3D Models for Point Cloud Video Understanding via Cross-frame Spatio-temporal Perception,"Lv, Baixuan and Zha, Yaohua and Dai, Tao and Yuerong, Xue and Chen, Ke and Xia, Shu-Tao",https://openaccess.thecvf.com/content/CVPR2025/papers/Lv_Adapting_Pre-trained_3D_Models_for_Point_Cloud_Video_Understanding_via_CVPR_2025_paper.pdf
MASH-VLM: Mitigating Action-Scene Hallucination in Video-LLMs through Disentangled Spatial-Temporal Representations,"Bae, Kyungho and Kim, Jinhyung and Lee, Sihaeng and Lee, Soonyoung and Lee, Gunhee and Choi, Jinwoo",https://openaccess.thecvf.com/content/CVPR2025/papers/Bae_MASH-VLM_Mitigating_Action-Scene_Hallucination_in_Video-LLMs_through_Disentangled_Spatial-Temporal_Representations_CVPR_2025_paper.pdf
UWAV: Uncertainty-weighted Weakly-supervised Audio-Visual Video Parsing,"Lai, Yung-Hsuan and Ebbers, Janek and Wang, Yu-Chiang Frank and Germain, François and Jones, Michael Jeffrey and Chatterjee, Moitreya",https://openaccess.thecvf.com/content/CVPR2025/papers/Lai_UWAV_Uncertainty-weighted_Weakly-supervised_Audio-Visual_Video_Parsing_CVPR_2025_paper.pdf
Mosaic of Modalities: A Comprehensive Benchmark for Multimodal Graph Learning,"Zhu, Jing and Zhou, Yuhang and Qian, Shengyi and He, Zhongmou and Zhao, Tong and Shah, Neil and Koutra, Danai",https://openaccess.thecvf.com/content/CVPR2025/papers/Zhu_Mosaic_of_Modalities_A_Comprehensive_Benchmark_for_Multimodal_Graph_Learning_CVPR_2025_paper.pdf
TSP-Mamba: The Travelling Salesman Problem Meets Mamba for Image Super-resolution and Beyond,"Zhou, Kun and Lin, Xinyu and Lu, Jiangbo",https://openaccess.thecvf.com/content/CVPR2025/papers/Zhou_TSP-Mamba_The_Travelling_Salesman_Problem_Meets_Mamba_for_Image_Super-resolution_CVPR_2025_paper.pdf
MVPaint: Synchronized Multi-View Diffusion for Painting Anything 3D,"Cheng, Wei and Mu, Juncheng and Zeng, Xianfang and Chen, Xin and Pang, Anqi and Zhang, Chi and Wang, Zhibin and Fu, Bin and Yu, Gang and Liu, Ziwei and Pan, Liang",https://openaccess.thecvf.com/content/CVPR2025/papers/Cheng_MVPaint_Synchronized_Multi-View_Diffusion_for_Painting_Anything_3D_CVPR_2025_paper.pdf
FirePlace: Geometric Refinements of LLM Common Sense Reasoning for 3D Object Placement,"Huang, Ian and Bao, Yanan and Truong, Karen and Zhou, Howard and Schmid, Cordelia and Guibas, Leonidas and Fathi, Alireza",https://openaccess.thecvf.com/content/CVPR2025/papers/Huang_FirePlace_Geometric_Refinements_of_LLM_Common_Sense_Reasoning_for_3D_CVPR_2025_paper.pdf
RENO: Real-Time Neural Compression for 3D LiDAR Point Clouds,"You, Kang and Chen, Tong and Ding, Dandan and Asif, M. Salman and Ma, Zhan",https://openaccess.thecvf.com/content/CVPR2025/papers/You_RENO_Real-Time_Neural_Compression_for_3D_LiDAR_Point_Clouds_CVPR_2025_paper.pdf
End-to-End Implicit Neural Representations for Classification,"Gielisse, Alexander and van Gemert, Jan",https://openaccess.thecvf.com/content/CVPR2025/papers/Gielisse_End-to-End_Implicit_Neural_Representations_for_Classification_CVPR_2025_paper.pdf
ASAP: Advancing Semantic Alignment Promotes Multi-Modal Manipulation Detecting and Grounding,"Zhang, Zhenxing and Wang, Yaxiong and Cheng, Lechao and Zhong, Zhun and Guo, Dan and Wang, Meng",https://openaccess.thecvf.com/content/CVPR2025/papers/Zhang_ASAP_Advancing_Semantic_Alignment_Promotes_Multi-Modal_Manipulation_Detecting_and_Grounding_CVPR_2025_paper.pdf
UNICL-SAM: Uncertainty-Driven In-Context Segmentation with Part Prototype Discovery,"Sheng, Dianmo and Chen, Dongdong and Tan, Zhentao and Liu, Qiankun and Chu, Qi and Gong, Tao and Liu, Bin and Han, Jing and Tu, Wenbin and Xu, Shengwei and Yu, Nenghai",https://openaccess.thecvf.com/content/CVPR2025/papers/Sheng_UNICL-SAM_Uncertainty-Driven_In-Context_Segmentation_with_Part_Prototype_Discovery_CVPR_2025_paper.pdf
Layered Motion Fusion: Lifting Motion Segmentation to 3D in Egocentric Videos,"Tschernezki, Vadim and Larlus, Diane and Laina, Iro and Vedaldi, Andrea",https://openaccess.thecvf.com/content/CVPR2025/papers/Tschernezki_Layered_Motion_Fusion_Lifting_Motion_Segmentation_to_3D_in_Egocentric_CVPR_2025_paper.pdf
FADE: Frequency-Aware Diffusion Model Factorization for Video Editing,"Zhu, Yixuan and Wang, Haolin and Ma, Shilin and Zhao, Wenliang and Tang, Yansong and Chen, Lei and Zhou, Jie",https://openaccess.thecvf.com/content/CVPR2025/papers/Zhu_FADE_Frequency-Aware_Diffusion_Model_Factorization_for_Video_Editing_CVPR_2025_paper.pdf
MotiF: Making Text Count in Image Animation with Motion Focal Loss,"Wang, Shijie and Azadi, Samaneh and Girdhar, Rohit and Rambhatla, Saketh and Sun, Chen and Yin, Xi",https://openaccess.thecvf.com/content/CVPR2025/papers/Wang_MotiF_Making_Text_Count_in_Image_Animation_with_Motion_Focal_CVPR_2025_paper.pdf
Towards Explicit Geometry-Reflectance Collaboration for Generalized LiDAR Segmentation in Adverse Weather,"Yang, Longyu and Hu, Ping and Yuan, Shangbo and Zhang, Lu and Liu, Jun and Shen, Hengtao and Zhu, Xiaofeng",https://openaccess.thecvf.com/content/CVPR2025/papers/Yang_Towards_Explicit_Geometry-Reflectance_Collaboration_for_Generalized_LiDAR_Segmentation_in_Adverse_CVPR_2025_paper.pdf
Data Synthesis with Diverse Styles for Face Recognition via 3DMM-Guided Diffusion,"Mi, Yuxi and Zhong, Zhizhou and Huang, Yuge and Yuan, Qiuyang and Zhao, Xuan and Xu, Jianqing and Ding, Shouhong and Wang, Shaoming and Guo, Rizen and Zhou, Shuigeng",https://openaccess.thecvf.com/content/CVPR2025/papers/Mi_Data_Synthesis_with_Diverse_Styles_for_Face_Recognition_via_3DMM-Guided_CVPR_2025_paper.pdf
Diffusion Self-Distillation for Zero-Shot Customized Image Generation,"Cai, Shengqu and Chan, Eric Ryan and Zhang, Yunzhi and Guibas, Leonidas and Wu, Jiajun and Wetzstein, Gordon",https://openaccess.thecvf.com/content/CVPR2025/papers/Cai_Diffusion_Self-Distillation_for_Zero-Shot_Customized_Image_Generation_CVPR_2025_paper.pdf
Uncertainty-guided Perturbation for Image Super-Resolution Diffusion Model,"Zhang, Leheng and You, Weiyi and Shi, Kexuan and Gu, Shuhang",https://openaccess.thecvf.com/content/CVPR2025/papers/Zhang_Uncertainty-guided_Perturbation_for_Image_Super-Resolution_Diffusion_Model_CVPR_2025_paper.pdf
Geometric Knowledge-Guided Localized Global Distribution Alignment for Federated Learning,"Ma, Yanbiao and Dai, Wei and Huang, Wenke and Chen, Jiayi",https://openaccess.thecvf.com/content/CVPR2025/papers/Ma_Geometric_Knowledge-Guided_Localized_Global_Distribution_Alignment_for_Federated_Learning_CVPR_2025_paper.pdf
Towards Human-Understandable Multi-Dimensional Concept Discovery,"Grobrügge, Arne and Kühl, Niklas and Satzger, Gerhard and Spitzer, Philipp",https://openaccess.thecvf.com/content/CVPR2025/papers/Grobrugge_Towards_Human-Understandable_Multi-Dimensional_Concept_Discovery_CVPR_2025_paper.pdf
GlyphMastero: A Glyph Encoder for High-Fidelity Scene Text Editing,"Wang, Tong and Liu, Ting and Qu, Xiaochao and Wu, Chengjing and Liu, Luoqi and Hu, Xiaolin",https://openaccess.thecvf.com/content/CVPR2025/papers/Wang_GlyphMastero_A_Glyph_Encoder_for_High-Fidelity_Scene_Text_Editing_CVPR_2025_paper.pdf
ConText-CIR: Learning from Concepts in Text for Composed Image Retrieval,"Xing, Eric and Kolouju, Pranavi and Pless, Robert and Stylianou, Abby and Jacobs, Nathan",https://openaccess.thecvf.com/content/CVPR2025/papers/Xing_ConText-CIR_Learning_from_Concepts_in_Text_for_Composed_Image_Retrieval_CVPR_2025_paper.pdf
MaskGaussian: Adaptive 3D Gaussian Representation from Probabilistic Masks,"Liu, Yifei and Zhong, Zhihang and Zhan, Yifan and Xu, Sheng and Sun, Xiao",https://openaccess.thecvf.com/content/CVPR2025/papers/Liu_MaskGaussian_Adaptive_3D_Gaussian_Representation_from_Probabilistic_Masks_CVPR_2025_paper.pdf
Perturb-and-Revise: Flexible 3D Editing with Generative Trajectories,"Hong, Susung and Karras, Johanna and Martin-Brualla, Ricardo and Kemelmacher-Shlizerman, Ira",https://openaccess.thecvf.com/content/CVPR2025/papers/Hong_Perturb-and-Revise_Flexible_3D_Editing_with_Generative_Trajectories_CVPR_2025_paper.pdf
Birth and Death of a Rose,"Geng, Chen and Zhang, Yunzhi and Wu, Shangzhe and Wu, Jiajun",https://openaccess.thecvf.com/content/CVPR2025/papers/Geng_Birth_and_Death_of_a_Rose_CVPR_2025_paper.pdf
Learning Compatible Multi-Prize Subnetworks for Asymmetric Retrieval,"Sun, Yushuai and Zhou, Zikun and Jiang, Dongmei and Wang, Yaowei and Yu, Jun and Lu, Guangming and Pei, Wenjie",https://openaccess.thecvf.com/content/CVPR2025/papers/Sun_Learning_Compatible_Multi-Prize_Subnetworks_for_Asymmetric_Retrieval_CVPR_2025_paper.pdf
Multi-Group Proportional Representations for Text-to-Image Models,"Jung, Sangwon and Oesterling, Alex and Verdun, Claudio Mayrink and Vithana, Sajani and Moon, Taesup and Calmon, Flavio P.",https://openaccess.thecvf.com/content/CVPR2025/papers/Jung_Multi-Group_Proportional_Representations_for_Text-to-Image_Models_CVPR_2025_paper.pdf
Towards Generalizable Trajectory Prediction using Dual-Level Representation Learning and Adaptive Prompting,"Messaoud, Kaouther and Cord, Matthieu and Alahi, Alexandre",https://openaccess.thecvf.com/content/CVPR2025/papers/Messaoud_Towards_Generalizable_Trajectory_Prediction_using_Dual-Level_Representation_Learning_and_Adaptive_CVPR_2025_paper.pdf
CoMatcher: Multi-View Collaborative Feature Matching,"Zhang, Jintao and Xia, Zimin and Dong, Mingyue and Shen, Shuhan and Yue, Linwei and Zheng, Xianwei",https://openaccess.thecvf.com/content/CVPR2025/papers/Zhang_CoMatcher_Multi-View_Collaborative_Feature_Matching_CVPR_2025_paper.pdf
COUNTS: Benchmarking Object Detectors and Multimodal Large Language Models under Distribution Shifts,"Li, Jiansheng and Zhang, Xingxuan and Zou, Hao and Guo, Yige and Xu, Renzhe and Liu, Yilong and Zhu, Chuzhao and He, Yue and Cui, Peng",https://openaccess.thecvf.com/content/CVPR2025/papers/Li_COUNTS_Benchmarking_Object_Detectors_and_Multimodal_Large_Language_Models_under_CVPR_2025_paper.pdf
Retrieving Semantics from the Deep: an RAG Solution for Gesture Synthesis,"Mughal, M. Hamza and Dabral, Rishabh and Scholman, Merel C.J. and Demberg, Vera and Theobalt, Christian",https://openaccess.thecvf.com/content/CVPR2025/papers/Mughal_Retrieving_Semantics_from_the_Deep_an_RAG_Solution_for_Gesture_CVPR_2025_paper.pdf
HOT: Hadamard-based Optimized Training,"Kim, Seonggon and Shin, Juncheol and Woo, Seung-taek and Park, Eunhyeok",https://openaccess.thecvf.com/content/CVPR2025/papers/Kim_HOT_Hadamard-based_Optimized_Training_CVPR_2025_paper.pdf
Towards a Universal Synthetic Video Detector: From Face or Background Manipulations to Fully AI-Generated Content,"Kundu, Rohit and Xiong, Hao and Mohanty, Vishal and Balachandran, Athula and Roy-Chowdhury, Amit K.",https://openaccess.thecvf.com/content/CVPR2025/papers/Kundu_Towards_a_Universal_Synthetic_Video_Detector_From_Face_or_Background_CVPR_2025_paper.pdf
TokenFlow: Unified Image Tokenizer for Multimodal Understanding and Generation,"Qu, Liao and Zhang, Huichao and Liu, Yiheng and Wang, Xu and Jiang, Yi and Gao, Yiming and Ye, Hu and Du, Daniel K. and Yuan, Zehuan and Wu, Xinglong",https://openaccess.thecvf.com/content/CVPR2025/papers/Qu_TokenFlow_Unified_Image_Tokenizer_for_Multimodal_Understanding_and_Generation_CVPR_2025_paper.pdf
Improving Personalized Search with Regularized Low-Rank Parameter Updates,"Ryan, Fiona and Sivic, Josef and Heilbron, Fabian Caba and Hoffman, Judy and Rehg, James M. and Russell, Bryan",https://openaccess.thecvf.com/content/CVPR2025/papers/Ryan_Improving_Personalized_Search_with_Regularized_Low-Rank_Parameter_Updates_CVPR_2025_paper.pdf
A Focused Human Body Model for Accurate Anthropometric Measurements Extraction,"Chen, Shuhang and Huang, Xianliang and Zhong, Zhizhou and Guan, Juhong and Zhou, Shuigeng",https://openaccess.thecvf.com/content/CVPR2025/papers/Chen_A_Focused_Human_Body_Model_for_Accurate_Anthropometric_Measurements_Extraction_CVPR_2025_paper.pdf
SnapGen-V: Generating a Five-Second Video within Five Seconds on a Mobile Device,"Wu, Yushu and Zhang, Zhixing and Li, Yanyu and Xu, Yanwu and Kag, Anil and Sui, Yang and Coskun, Huseyin and Ma, Ke and Lebedev, Aleksei and Hu, Ju and Metaxas, Dimitris N. and Wang, Yanzhi and Tulyakov, Sergey and Ren, Jian",https://openaccess.thecvf.com/content/CVPR2025/papers/Wu_SnapGen-V_Generating_a_Five-Second_Video_within_Five_Seconds_on_a_CVPR_2025_paper.pdf
Adapting Dense Matching for Homography Estimation with Grid-based Acceleration,"Zhang, Kaining and Deng, Yuxin and Ma, Jiayi and Favaro, Paolo",https://openaccess.thecvf.com/content/CVPR2025/papers/Zhang_Adapting_Dense_Matching_for_Homography_Estimation_with_Grid-based_Acceleration_CVPR_2025_paper.pdf
HyperLoRA: Parameter-Efficient Adaptive Generation for Portrait Synthesis,"Li, Mengtian and Chen, Jinshu and Feng, Wanquan and Li, Bingchuan and Dai, Fei and Zhao, Songtao and He, Qian",https://openaccess.thecvf.com/content/CVPR2025/papers/Li_HyperLoRA_Parameter-Efficient_Adaptive_Generation_for_Portrait_Synthesis_CVPR_2025_paper.pdf
ACE: Anti-Editing Concept Erasure in Text-to-Image Models,"Wang, Zihao and Wei, Yuxiang and Li, Fan and Pei, Renjing and Xu, Hang and Zuo, Wangmeng",https://openaccess.thecvf.com/content/CVPR2025/papers/Wang_ACE_Anti-Editing_Concept_Erasure_in_Text-to-Image_Models_CVPR_2025_paper.pdf
EchoMatch: Partial-to-Partial Shape Matching via Correspondence Reflection,"Xie, Yizheng and Ehm, Viktoria and Roetzer, Paul and El Amrani, Nafie and Gao, Maolin and Bernard, Florian and Cremers, Daniel",https://openaccess.thecvf.com/content/CVPR2025/papers/Xie_EchoMatch_Partial-to-Partial_Shape_Matching_via_Correspondence_Reflection_CVPR_2025_paper.pdf
CoSDH: Communication-Efficient Collaborative Perception via Supply-Demand Awareness and Intermediate-Late Hybridization,"Xu, Junhao and Zhang, Yanan and Cai, Zhi and Huang, Di",https://openaccess.thecvf.com/content/CVPR2025/papers/Xu_CoSDH_Communication-Efficient_Collaborative_Perception_via_Supply-Demand_Awareness_and_Intermediate-Late_Hybridization_CVPR_2025_paper.pdf
Stereo Anywhere: Robust Zero-Shot Deep Stereo Matching Even Where Either Stereo or Mono Fail,"Bartolomei, Luca and Tosi, Fabio and Poggi, Matteo and Mattoccia, Stefano",https://openaccess.thecvf.com/content/CVPR2025/papers/Bartolomei_Stereo_Anywhere_Robust_Zero-Shot_Deep_Stereo_Matching_Even_Where_Either_CVPR_2025_paper.pdf
Order-Robust Class Incremental Learning: Graph-Driven Dynamic Similarity Grouping,"Lai, Guannan and Li, Yujie and Wang, Xiangkun and Zhang, Junbo and Li, Tianrui and Yang, Xin",https://openaccess.thecvf.com/content/CVPR2025/papers/Lai_Order-Robust_Class_Incremental_Learning_Graph-Driven_Dynamic_Similarity_Grouping_CVPR_2025_paper.pdf
Where the Devil Hides: Deepfake Detectors Can No Longer Be Trusted,"Yuan, Shuaiwei and Dong, Junyu and Li, Yuezun",https://openaccess.thecvf.com/content/CVPR2025/papers/Yuan_Where_the_Devil_Hides_Deepfake_Detectors_Can_No_Longer_Be_CVPR_2025_paper.pdf
Synthetic-to-Real Self-supervised Robust Depth Estimation via Learning with Motion and Structure Priors,"Yan, Weilong and Li, Ming and Li, Haipeng and Shao, Shuwei and Tan, Robby T.",https://openaccess.thecvf.com/content/CVPR2025/papers/Yan_Synthetic-to-Real_Self-supervised_Robust_Depth_Estimation_via_Learning_with_Motion_and_CVPR_2025_paper.pdf
CaMuViD: Calibration-Free Multi-View Detection,"Daryani, Amir Etefaghi and Bhutta, M. Usman Maqbool and Hernandez, Byron and Medeiros, Henry",https://openaccess.thecvf.com/content/CVPR2025/papers/Daryani_CaMuViD_Calibration-Free_Multi-View_Detection_CVPR_2025_paper.pdf
Prosody-Enhanced Acoustic Pre-training and Acoustic-Disentangled Prosody Adapting for Movie Dubbing,"Zhang, Zhedong and Li, Liang and Yan, Chenggang and Liu, Chunshan and van den Hengel, Anton and Qi, Yuankai",https://openaccess.thecvf.com/content/CVPR2025/papers/Zhang_Prosody-Enhanced_Acoustic_Pre-training_and_Acoustic-Disentangled_Prosody_Adapting_for_Movie_Dubbing_CVPR_2025_paper.pdf
Hierarchical Knowledge Prompt Tuning for Multi-task Test-Time Adaptation,"Zhang, Qiang and Zhao, Mengsheng and Liu, Jiawei and Zhang, Fanrui and Xu, Yongchao and Zha, Zheng-Jun",https://openaccess.thecvf.com/content/CVPR2025/papers/Zhang_Hierarchical_Knowledge_Prompt_Tuning_for_Multi-task_Test-Time_Adaptation_CVPR_2025_paper.pdf
Cross-Modal Interactive Perception Network with Mamba for Lung Tumor Segmentation in PET-CT Images,"Mei, Jie and Lin, Chenyu and Qiu, Yu and Wang, Yaonan and Zhang, Hui and Wang, Ziyang and Dai, Dong",https://openaccess.thecvf.com/content/CVPR2025/papers/Mei_Cross-Modal_Interactive_Perception_Network_with_Mamba_for_Lung_Tumor_Segmentation_CVPR_2025_paper.pdf
LaTexBlend: Scaling Multi-concept Customized Generation with Latent Textual Blending,"Jin, Jian and Yu, Zhenbo and Shen, Yang and Fu, Zhenyong and Yang, Jian",https://openaccess.thecvf.com/content/CVPR2025/papers/Jin_LaTexBlend_Scaling_Multi-concept_Customized_Generation_with_Latent_Textual_Blending_CVPR_2025_paper.pdf
DejaVid: Encoder-Agnostic Learned Temporal Matching for Video Classification,"Ho, Darryl and Madden, Samuel",https://openaccess.thecvf.com/content/CVPR2025/papers/Ho_DejaVid_Encoder-Agnostic_Learned_Temporal_Matching_for_Video_Classification_CVPR_2025_paper.pdf
HVI: A New Color Space for Low-light Image Enhancement,"Yan, Qingsen",https://openaccess.thecvf.com/content/CVPR2025/papers/Yan_HVI_A_New_Color_Space_for_Low-light_Image_Enhancement_CVPR_2025_paper.pdf
Cross-Modal Interactive Perception Network with Mamba for Lung Tumor Segmentation in PET-CT Images,"and Dai, Dong",N/A
LaTexBlend: Scaling Multi-concept Customized Generation with Latent Textual Blending,"Jian Jin, Zhenbo Yu, Yang Shen, Zhenyong Fu, Jian Yang",https://openaccess.thecvf.com/content/CVPR2025/papers/Jin_LaTexBlend_Scaling_Multi-concept_Customized_Generation_with_Latent_Textual_Blending_CVPR_2025_paper.pdf
DejaVid: Encoder-Agnostic Learned Temporal Matching for Video Classification,"Darryl Ho, Samuel Madden",https://openaccess.thecvf.com/content/CVPR2025/papers/Ho_DejaVid_Encoder-Agnostic_Learned_Temporal_Matching_for_Video_Classification_CVPR_2025_paper.pdf
HVI: A New Color Space for Low-light Image Enhancement,"Qingsen Yan, Yixu Feng, Cheng Zhang, Guansong Pang, Kangbiao Shi, Peng Wu, Wei Dong, Jinqiu Sun, Yanning Zhang",https://openaccess.thecvf.com/content/CVPR2025/papers/Yan_HVI_A_New_Color_Space_for_Low-light_Image_Enhancement_CVPR_2025_paper.pdf
DualPM: Dual Posed-Canonical Point Maps for 3D Shape and Pose Reconstruction,"Ben Kaye, Tomas Jakab, Shangzhe Wu, Christian Ruprecht, Andrea Vedaldi",https://openaccess.thecvf.com/content/CVPR2025/papers/Kaye_DualPM_Dual_Posed-Canonical_Point_Maps_for_3D_Shape_and_Pose_CVPR_2025_paper.pdf
"SuperPC: A Single Diffusion Model for Point Cloud Completion, Upsampling, Denoising, and Colorization","Yi Du, Zhipeng Zhao, Shaoshu Su, Sharath Golluri, Haoze Zheng, Runmao Yao, Chen Wang",https://openaccess.thecvf.com/content/CVPR2025/papers/Du_SuperPC_A_Single_Diffusion_Model_for_Point_Cloud_Completion_Upsampling_CVPR_2025_paper.pdf
One Diffusion to Generate Them All,"Duong H. Le, Tuan Pham, Sangho Lee, Christopher Clark, Aniruddha Kembhavi, Stephan Mandt, Ranjay Krishna, Jiasen Lu",https://openaccess.thecvf.com/content/CVPR2025/papers/Le_One_Diffusion_to_Generate_Them_All_CVPR_2025_paper.pdf
Let's Verify and Reinforce Image Generation Step by Step,"Renrui Zhang, Chengzhuo Tong, Zhizheng Zhao, Ziyu Guo, Haoquan Zhang, Manyuan Zhang, Jiaming Liu, Peng Gao, Hongsheng Li",https://openaccess.thecvf.com/content/CVPR2025/papers/Zhang_Lets_Verify_and_Reinforce_Image_Generation_Step_by_Step_CVPR_2025_paper.pdf
All-Optical Nonlinear Diffractive Deep Network for Ultrafast Image Denoising,"Xiaoling Zhou, Zhemg Lee, Wei Ye, Rui Xie, Wenbo Zhang, Guanju Peng, Zongze Li, Shikun Zhang",https://openaccess.thecvf.com/content/CVPR2025/papers/Zhou_All-Optical_Nonlinear_Diffractive_Deep_Network_for_Ultrafast_Image_Denoising_CVPR_2025_paper.pdf
Maintaining Consistent Inter-Class Topology in Continual Test-Time Adaptation,"Chenggong Ni, Fan Lyu, Jiayao Tan, Fuyuan Hu, Rui Yao, Tao Zhou",https://openaccess.thecvf.com/content/CVPR2025/papers/Ni_Maintaining_Consistent_Inter-Class_Topology_in_Continual_Test-Time_Adaptation_CVPR_2025_paper.pdf
UNOPose: Unseen Object Pose Estimation with an Unposed RGB-D Reference Image,"Xingyu Liu, Gu Wang, Ruida Zhang, Chenyangguang Zhang, Federico Tombari, Xiangyang Ji",https://openaccess.thecvf.com/content/CVPR2025/papers/Liu_UNOPose_Unseen_Object_Pose_Estimation_with_an_Unposed_RGB-D_Reference_CVPR_2025_paper.pdf
CoSER: Towards Consistent Dense Multiview Text-to-Image Generator for 3D Creation,"Bonan Li, Zicheng Zhang, Xingyi Yang, Xinchao Wang",https://openaccess.thecvf.com/content/CVPR2025/papers/Li_CoSER_Towards_Consistent_Dense_Multiview_Text-to-Image_Generator_for_3D_Creation_CVPR_2025_paper.pdf
HybridMQA: Exploring Geometry-Texture Interactions for Colored Mesh Quality Assessment,"Armin Shafiee Sarvestani, Sheyang Tang, Zhou Wang",https://openaccess.thecvf.com/content/CVPR2025/papers/Sarvestani_HybridMQA_Exploring_Geometry-Texture_Interactions_for_Colored_Mesh_Quality_Assessment_CVPR_2025_paper.pdf
Generalized Gaussian Entropy Model for Point Cloud Attribute Compression with Dynamic Likelihood Intervals,Changhao Peng,https://openaccess.thecvf.com/content/CVPR2025/papers/Peng_Generalized_Gaussian_Entropy_Model_for_Point_Cloud_Attribute_Compression_with_CVPR_2025_paper.pdf
Self-Learning Hyperspectral and Multispectral Image Fusion via Adaptive Residual Guided Subspace Diffusion Model,"Jian Zhu, He Wang, Yang Xu, Zebin Wu, Zhihui Wei",https://openaccess.thecvf.com/content/CVPR2025/papers/Zhu_Self-Learning_Hyperspectral_and_Multispectral_Image_Fusion_via_Adaptive_Residual_Guided_CVPR_2025_paper.pdf
SIR-DIFF: Sparse Image Sets Restoration with Multi-View Diffusion Model,"Yucheng Mao, Boyang Wang, Nilesh Kulkarni, Jeong Joon Park",https://openaccess.thecvf.com/content/CVPR2025/papers/Mao_SIR-DIFF_Sparse_Image_Sets_Restoration_with_Multi-View_Diffusion_Model_CVPR_2025_paper.pdf
StickMotion: Generating 3D Human Motions by Drawing a Stickman,"Tao Wang, Zhihua Wu, Qiaozhi He, Jiaming Chu, Ling Qian, Yu Cheng, Junliang Xing, Jian Zhao, Lei Jin",https://openaccess.thecvf.com/content/CVPR2025/papers/Wang_StickMotion_Generating_3D_Human_Motions_by_Drawing_a_Stickman_CVPR_2025_paper.pdf
