bu_name,session_title,session_type,session_date,session_time,base_cosine,rel,tech_overlap,novelty,actionability,confidence,final_score,scoring_reason,recommendation_reason,focus_areas
中软,"AI Assistants in the Wild: Agents, Adaptation, and Memory-Augmented Deployment",Expo Workshop,WED 3 DEC,noon,0.5682018995285034,0.9,0.8,0.85,0.8,0.9,0.8075,"Session focuses on agentic systems with persistent memory, adaptation, multimodal generation, and deployment challenges, closely matching BU's needs like unified long-context memory, async orchestration, uncertainty handling, and runtime security, offering relevant insights and actionable strategies.",该Session聚焦生成式智能体的长时记忆和持续个性化，正契合中软对多轮对话统一长上下文内存和状态一致性需求，有助于强化分布式框架中的多任务,持久记忆架构; 多轮对话状态管理; 异步调度抽象; 不确定性处理; 边缘计算部署
中软,ContextForge,Expo Demonstration,TUE 2 DEC,noon,0.5845260620117188,0.8,0.7,0.75,0.7,0.9,0.7124999999999999,"ContextForge addresses security, policy enforcement, and modular security hooks overlapping with BU's runtime security and privacy needs. While not covering all BU aspects like async orchestration or multimodal fusion, it offers relevant standards and practical implementations directly applicable to BU challenges.",中软关注的安全隐私和多服务一致状态，Context Forge的细粒度安全控制和模块化插件架构能有效应对数据泄漏与访问权限管理难题。,细粒度安全控制; 模块化插件架构; 多服务状态管理; 数据泄漏防护; 策略访问控制
中软,BeeAI,Expo Demonstration,TUE 2 DEC,noon,0.6468043327331543,0.8,0.7,0.9,0.7,0.85,0.707625,"BeeAI addresses reliable AI agent orchestration and predictable execution, fitting BU's need for consistent state and controlled behaviors. It targets distributed agent control but only partially covers multimodal uncertainty and privacy aspects.",中软需要统一的多服务状态管理和严格的执行控制，BeeAI的声明式规则和确定性Agent设计恰好解决了异构模型执行一致性和复杂系统的可控性问题,统一长上下文存储; 确定性执行控制; 异构模型兼容性; 声明式规则引擎; 安全与可靠性保障
中软,Agentic AI/RL,Expo Talk Panel,TUE 2 DEC,4 p.m.,0.7052817940711975,0.8,0.7,0.75,0.6,0.9,0.703,"Session covers RL environments, agentic AI, and system innovations aligning with BU's distributed AI framework needs and orchestrations. Though focus is on environments and training scaling, it offers relevant insights and tools applicable to BU challenges in scalable, secure agent development.",该BU关注分布式系统中状态一致性和异步编排，与Session中环境与trainer集成、系统基础设施高度契合，有助于解决复杂多轮对话和工具协,状态一致性管理; 异步任务调度; 环境与训练集成; 多模态不确定性处理; 安全隐私保障
中软,The Co-X Framework: Versatile AI Agents for Automating and Augmenting Professional Workflows,Expo Talk Panel,WED 3 DEC,4:30 p.m.,0.5232388973236084,0.8,0.7,0.7,0.6,0.9,0.6982499999999998,"Session covers collaborative AI agents with long-term memory and tool use relevant to BU's focus on unified long-context memory and async orchestration; some overlap in approaches and potential actionable insights, though session is broad and may lack deep system-level detail.",中软关注分布式AI框架中的长上下文记忆与多工具异步调度，本Session的Co-X框架正好涵盖长时记忆一致性及工具协同的关键技术，助力优化系,统一长上下文记忆模型; 异步工具调度机制; 多代理协作框架; 人机反馈增强; 安全隐私防护
中软,Workshop on Multi-Turn Interactions in Large Language Models,Workshop,SAT 6 DEC,8 a.m.,0.6603451371192932,0.8,0.6,0.7,0.5,0.9,0.6555,"The workshop addresses multi-turn interaction challenges relevant to the BU's need for stateful long-context memory and agentic RL, but lacks explicit focus on systems-level primitives, orchestration abstractions, and security/privacy, limiting direct applicability.",该BU在构建分布式AI框架时面临多轮对话状态管理及异步工具调度难题。参与该Workshop可借鉴多轮交互中的状态一致性和调度机制，优化内存统,多轮对话状态管理; 异步调度抽象; 长时记忆模型; 多任务工具协同; 安全隐私保障
中软,On Device/Edge AI,Expo Workshop,WED 3 DEC,noon,0.6213932037353516,0.7,0.6,0.8,0.7,0.9,0.6412499999999999,"The session's focus on Edge AI efficiency, privacy, and distributed learning aligns well with BU's concerns on security, privacy, and runtime orchestration. While some BU-specific demands like long-context memory and multimodal uncertainty are less emphasized, privacy-preserving and distributed methods overlap for learning and actionability.",该BU面临多模态管线的不确定性处理和异步调度挑战，边缘AI研讨的混合现实平台和实时推理方案能直接支持分布式异步编排和多源数据融合。,异步调度与编排; 多模态不确定性处理; 实时边缘推理; 隐私保护机制; 混合现实应用平台
中软,"PRIME Guardrails in Action: A Live Demonstration of an Agentic, Multi-Layered Safety Framework for Generative AI",Expo Demonstration,TUE 2 DEC,noon,0.6207783222198486,0.7,0.6,0.8,0.7,0.9,0.6412499999999999,"Session focuses on multi-layered safety and adversarial input defense, aligning with BU's security/privacy challenge. Also involves agentic workflows and multimodal inputs, overlapping BU's tech needs. Demonstration format suggests actionable insights and significant learning potential.",该Session介绍了多层次联动的安全防护架构，能增强对抗性攻击和隐私保护的实时防御，契合中软分布式系统中对安全与多模态不确定性管理的需求。,多层安全防护框架; 对抗输入检测; 多模态安全策略; 实时威胁评估; 系统级安全编排
中软,ML x OR: Mathematical Foundations and Operational Integration of Machine Learning for Uncertainty-Aware Decision-Making,Workshop,SAT 6 DEC,8 a.m.,0.49090516567230225,0.7,0.6,0.8,0.5,0.9,0.62225,"The session focuses on uncertainty-aware decision-making and integrates ML and OR, aligning with the BU's need for uncertainty handling and robust composable systems. Some technical gap exists given BU's emphasis on distributed systems and security, but novelty and actionable insights are significant.",该Workshop聚焦ML与运筹学结合，帮助中软解决多模态不确定性处理与分布式系统中状态一致性难题，提升决策的鲁棒性和可解释性。,不确定性建模与传播; 多阶段决策与在线学习; 模型融合的运筹优化; 分布式系统状态管理; 决策系统可解释性
中软,Recent developments in embodied AI,Expo Talk Panel,TUE 2 DEC,4 p.m.,0.5534292459487915,0.7,0.6,0.7,0.5,0.9,0.61275,"Session covers embodied AI with multi-modal LLMs, overlapping BU's interests in long-context memory, RL, and multimodal fusion; touches on real-world interactions and state tracking relevant to BU challenges. Practical focus offers learning but less on systems primitives or security aspects core to BU.",该BU关注多轮状态管理和异步调度，而本场讨论多模态大模型在端对端训练及状态追踪中的应用，正好提供实现统一长记忆模型和复杂调度的最新技术思路。,状态追踪技术; 多模态大语言模型; 端对端训练; 异步调度机制; 多轮对话长上下文
中软,Planning in the Era of Language Models,Tutorial,TUE 2 DEC,9:30 a.m.,0.5207356214523315,0.7,0.5,0.8,0.6,0.9,0.5985,"The session on planning in LLMs aligns well with the BU's interest in agent orchestration and state management, promising novel insights into reliable and scalable LLM-powered planners. However, technical focus is more on planning formalisms than systems-level details like privacy and security.",该教程深入探讨如何结合规划方法提升大语言模型的推理和决策能力，正好契合中软在多轮状态管理与异步调度方面的技术需求。通过吸收规划社区的成熟经验,自动化规划技术; 多轮对话状态管理; 异步编排与调度; LLM推理与决策; 系统可扩展性
中软,Workshop on multimodal Superintelligence,Expo Workshop,TUE 2 DEC,noon,0.4505276381969452,0.7,0.6,0.7,0.5,0.85,0.5966250000000001,"Workshop focuses on multimodal learning and fusion, aligning with BU's multimodal fusion and uncertainty handling needs, but lacks deep coverage of orchestration, stateful services, and security, limiting direct actionability and full relevance.",中软团队迫切需要多模态模型的融合与不确定性处理能力，以提升分布式AI系统的鲁棒性和一致性。Workshop讲解的跨模态推理和共学习等技术，正,多模态融合策略; 不确定性校准; 跨模态推理; 状态一致性管理; 异步调度机制
中软,"LAW 2025: Bridging Language, Agent, and World Models for Reasoning and Planning",Workshop,SUN 7 DEC,8 a.m.,0.5512517690658569,0.7,0.6,0.6,0.5,0.85,0.5873750000000001,"The workshop focus on integrating Language, Agent, and World models aligns with aspects of the BU's challenge around agents and dynamic environments, but lacks explicit emphasis on systems-level primitives, async orchestration, or security, limiting direct relevance and actionability.",该BU需求强调多服务状态一致性和异步调度，与LAW 2025对语言、代理和世界模型集成处理动态环境的思考和规划呼应，有助解决多轮对话的统一记,多服务状态一致性; 异步任务调度; 统一长上下文记忆; 动态环境建模; 多模型融合
中软,Multimodal Algorithmic Reasoning Workshop,Workshop,SUN 7 DEC,8 a.m.,0.5050351023674011,0.7,0.6,0.7,0.5,0.8,0.5805,"Session focuses on multimodal reasoning and distributed agentic reasoning, relevant to BU's multimodal fusion and asynchronous orchestration needs. However, it lacks direct focus on systems-level primitives, runtime security, and privacy enforcement detailed in BU challenge, limiting overlap and immediate actionability.",该会议深入探讨多模态算法推理的关键技术，正好对应我们分布式AI框架中所需的多模态融合和长上下文记忆管理，能助力解决状态一致性和异步协同难题。,多模态算法推理; 长上下文记忆管理; 异步任务编排; 不确定性融合策略; 系统安全与隐私
中软,The First Workshop on Efficient Reasoning,Workshop,SAT 6 DEC,8 a.m.,0.5456550121307373,0.7,0.6,0.6,0.5,0.8,0.5715,"The workshop addresses efficient reasoning and resource-constrained LRM deployment, aligning with the BU's need for distributed AI frameworks, async orchestration, and system efficiency. However, it lacks explicit focus on stateful dialogues, security, and privacy, limiting direct applicability.",会议关注高效推理模型的训练和推理瓶颈，与中软在分布式AI框架中资源受限环境下的系统设计和状态管理需求高度匹配，有助打通多服务状态一致性和异步,高效训练算法; 推理效率优化; 长上下文记忆管理; 异步调度机制; 资源受限系统设计
可信,"AI Assistants in the Wild: Agents, Adaptation, and Memory-Augmented Deployment",Expo Workshop,WED 3 DEC,noon,0.6934601068496704,0.9,0.85,0.8,0.75,0.9,0.8146249999999999,"The session focuses on agentic AI with memory and adaptation aligned with BU's needs on trust and memory management. Techniques like continual learning and uncertainty align well. It offers practical insights, though the workshop format may limit depth on some specific BU challenges.",可信BU关注能准确理解意图和安全自适应，正好与该会话中个性化记忆系统和在线适应机制高度契合，有助突破长期持久记忆和风险监控技术难题。,持久记忆架构; 多模态意图推断; 在线安全学习; 不确定性量化; 风险感知干预
可信,Agentic AI/RL,Expo Talk Panel,TUE 2 DEC,4 p.m.,0.6526079773902893,0.85,0.75,0.8,0.7,0.9,0.75525,"The session on agentic AI and RL environments aligns well with the BU's focus on trustworthy agentic AI, especially regarding safety, environment-trainer integration, and evaluation. While not covering all BU specifics, it offers substantial learning and actionable infrastructure insights relevant to their challenges.",这个Session重点讨论强化学习环境的搭建和集成，直接关联到可信BU里多模态意图检测和实时风险监控等关键需求，有助于实现安全稳定的自学习代,多模态意图推断; 长期状态管理; 环境-训练器集成; 安全性与鲁棒性基准; 在线风险监控
可信,Reliable ML from Unreliable Data,Workshop,SAT 6 DEC,8 a.m.,0.5494170188903809,0.85,0.75,0.8,0.7,0.9,0.75525,"Both address reliability under uncertainty and distribution shifts. The workshop covers robust ML methods relevant to trustworthy agentic AI challenges. While the BU emphasizes agent architecture and long-term state, the session focuses on data issues and ML robustness, providing valuable complementary insights and actionable strategies.",本BU关注在动态环境下安全适应与多模态意图检测，会议专注分布漂移与策略行为，两者结合可提升模型对不确定性和策略操控的鲁棒性。,分布漂移与迁移学习; 对抗鲁棒性与防御; 用户策略行为建模; 不完整与偏差数据学习; 多模态意图检测与不确定性
可信,Workshop on Multi-Turn Interactions in Large Language Models,Workshop,SAT 6 DEC,8 a.m.,0.5544014573097229,0.85,0.75,0.7,0.65,0.9,0.741,"Session focuses on multi-turn LLM interactions, aligning well with BU's intent detection, long-horizon memory, and runtime monitoring challenges. Techniques like multi-turn RL and alignment maintenance overlap substantially. Workshop likely offers novel insights but direct applicability depends on session depth.",可信BU强调用户意图推断和长期状态管理，正是该研讨会多轮交互中维持对齐和长期评估的核心。两者结合有助构建更安全可靠的多轮智能代理。,用户意图识别; 多轮状态管理; 保持对齐策略; 长期能力评估; 安全自学习机制
可信,ML x OR: Mathematical Foundations and Operational Integration of Machine Learning for Uncertainty-Aware Decision-Making,Workshop,SAT 6 DEC,8 a.m.,0.5677711963653564,0.8,0.7,0.85,0.75,0.9,0.7267499999999999,"This session's focus on integrating ML with OR for uncertainty-aware decision-making aligns well with the BU's needs for principled, uncertainty-calibrated intent inference and decision processes in trustworthy AI agents. The workshop offers novel reflective approaches and actionable insights for robust, interpretable systems.",本Workshop强调利用运筹学的数学建模严谨性和不确定性管理能力，结合机器学习提升决策的适应性和可信度，契合BU中不确定性量化、记忆管理和,不确定性建模; 模型可解释性; 在线学习与适应; 风险感知决策; 多模态意图推断
可信,BeeAI,Expo Demonstration,TUE 2 DEC,noon,0.6881715655326843,0.8,0.7,0.75,0.7,0.9,0.7124999999999999,"The session addresses trustworthy agent control with declarative constraints, overlapping with BU's focus on safety, reproducibility, and control. Though methods differ, the framework offers concrete, practical approaches and design lessons applicable to BU challenges.",BeeAI通过规则化约束确保AI行为可控性和一致性，解决了构建可信代理中的不确定性和安全挑战，契合BU对模型稳定执行和风险监控的需求。,确定性执行; 规则驱动控制; 多模型统一抽象; 风险感知机制; 状态管理策略
可信,Rich Sutton_The Oak Architecture: A Vision of SuperIntelligence from Experience,Invited Talk,WED 3 DEC,8:30 a.m.,0.5252524614334106,0.8,0.7,0.8,0.6,0.9,0.7077500000000001,"Session focuses on continual learning agents, model-based RL, and hierarchical abstractions, aligning well with BU's interest in long-term memory, self-learning, and adaptable agent architectures, offering meaningful insights though direct method match is partial.",Oak架构强调持续学习和元学习机制，契合可信BU中对在线策略改进和安全适应的需求。其多阶段抽象和规划方法对处理长期状态和复杂意图推断提供了实,持续在线学习; 元学习调节步长; 多阶段抽象机制; 模型规划与决策; 长期状态管理
可信,AI That Keeps Up: Workshop on Continual and Compatible Foundation Model Updates (CCFM),Workshop,SUN 7 DEC,8 a.m.,0.5109534859657288,0.8,0.7,0.75,0.65,0.9,0.7077499999999999,"Both focus on continual learning and model updates to prevent forgetting and maintain trustworthiness, emphasizing adaptation and safety. The workshop addresses foundation models generally, while BU requires specific mechanisms for intent inference and memory management, so overlap is strong but not complete.",该Session探讨高效更新foundation模型，正好契合BU在长期记忆管理、安全适应非静态环境的需求，有助提升模型持续可信性和实时响应,动态模型更新; 避免遗忘机制; 多模态意图识别; 上下文记忆管理; 在线安全适应
可信,Regulatable ML: Towards Bridging the Gaps between Machine Learning Research and Regulations,Workshop,SUN 7 DEC,8 a.m.,0.5632858276367188,0.85,0.6,0.7,0.6,0.9,0.6863749999999998,"The session focuses on ML safety, regulation, and mitigation, closely aligning with the BU's trustworthiness and safety challenges. However, it lacks detailed methods matching BU's technical depth in intent inference and memory management, limiting technical overlap and immediate actionable insights.",这个工作坊关注最新大模型安全风险及法规缺口，与BU关于多维信息融合识别意图和风险预警机制高度契合，有助推动可调控机制和安全验证体系的构建。,多模态意图识别; 风险感知与预警; 安全验证协议; 长期记忆管理; 法规与标准对接
可信,Constrained Optimization for Machine Learning,Workshop,SUN 7 DEC,8 a.m.,0.4875708222389221,0.8,0.7,0.75,0.6,0.85,0.6845,"The session on constrained optimization aligns well with the BU's focus on safe, trustworthy AI via explicit constraints. Methods for fairness and safety directly relate to runtime risk management and policy constraints. However, some BU aspects like long-term memory and multimodal inference are less addressed, limiting full overlap.",该会议探讨了通过约束优化确保模型公平性、安全性与鲁棒性，契合可信BU对多模态意图识别和风险监控的需求，有助提升AI模型在复杂环境下的可靠适应,约束优化方法; 模型公平性保障; 安全与鲁棒机制; 多模态意图识别; 风险监控与干预
可信,The Co-X Framework: Versatile AI Agents for Automating and Augmenting Professional Workflows,Expo Talk Panel,WED 3 DEC,4:30 p.m.,0.5235283374786377,0.8,0.7,0.6,0.5,0.9,0.67925,"Session focuses on modular AI agents, long-term memory, and human-in-the-loop feedback which align well with BU's interests in trustworthy, adaptable agents and architectures, but lacks explicit focus on safety constraints and uncertainty calibration.",这个Session深入探讨如何通过多代理协作和长时记忆技术，实现复杂任务中意图捕捉和状态管理，正好对应我们可信BU对多模态意图推断、长期状态,多代理协作机制; 长时记忆管理策略; 多模态意图识别; 在线安全自学习; 任务相关状态保留
可信,Planning in the Era of Language Models,Tutorial,TUE 2 DEC,9:30 a.m.,0.5204870700836182,0.8,0.6,0.7,0.6,0.9,0.6649999999999999,"The tutorial covers planning methods relevant to AI agents, aligning with the BU's need for trustworthy, goal-driven agents. While direct memory, uncertainty quantification, and runtime safety topics are less emphasized, foundational planning insights offer valuable knowledge and partial method overlap for building reliable agentic AI.",该Session深入探讨规划方法与大语言模型结合，助力精准意图推断和长期状态管理，契合可信BU对多模态需求和安全适应机制的技术挑战。,意图识别技术; 长时记忆管理; 安全自适应策略; 多模态数据融合; 风险监控与干预
可信,Who Needs Attention Anyway? Real-Time Control from Learned State Geometry,Expo Demonstration,TUE 2 DEC,noon,0.5587858557701111,0.7,0.65,0.8,0.6,0.9,0.648375,"Session's focus on real-time control with streaming state-space models and online geometry learning aligns with BU's requirements for safe, adaptive agent designs, uncertainty estimation, and continuous learning, offering novel, actionable insights despite differences in primary domain focus.",CurvOS通过在线学习几何特征实现实时推理和安全控制，精准应对非静态环境中的适应与风险管理，契合可信BU对实时性和安全性的双重需求。,实时状态空间模型; 在线几何学习; 低延迟控制; 安全稳健适应; 风险感知与干预
可信,ContextForge,Expo Demonstration,TUE 2 DEC,noon,0.6104812026023865,0.7,0.6,0.8,0.7,0.9,0.6412499999999999,"The session focuses on security and governance frameworks for autonomous agents, aligning well with trustworthiness and safety aspects in the BU. Modular security hooks and policy enforcement complement the BU's architectural needs. However, less emphasis on intent inference or continual learning reduces full overlap.",本次Session展示了基于插件架构的细粒度安全策略执行，与BU对上下文管理和策略执行机制的需求高度契合，助力提升代理的信任度和合规性。,插件化安全模块; 上下文敏感策略; 数据泄漏防护; 多维风险检测; 可扩展治理架构
可信,Learning to Steer LLMs with AI Steerability 360 and In-Context Explainability 360,Expo Demonstration,TUE 2 DEC,noon,0.5746514797210693,0.7,0.6,0.8,0.7,0.9,0.6412499999999999,"Session focuses on steering LLMs and explainability, relevant to intent inference and aligning behaviors under ambiguity. Overlaps in uncertainty calibration and intervention are partial but insightful. Practical toolkits offer actionable insights for governing agent behaviors aligned with trustworthiness goals.",本Session提供了模型行为调控的系统思路和工具链，尤其是在理解和缓解模型非预期输出方面，与可信BU中意图识别和安全适应的需求高度契合。通,模型行为调控技术; 模型解释性工具; 模型对齐与验证; 安全风险干预; 多层面模型控制
可信,Workshop on Scaling Environments for Agents,Workshop,SUN 7 DEC,8 a.m.,0.549752414226532,0.7,0.6,0.8,0.6,0.9,0.63175,"The workshop focuses on scaling environments for agent training, which supports long-term decision-making and adaptive behavior matching BU's needs. While environment design overlaps less with specific uncertainty and memory techniques, the novel scale and interactive environments can yield actionable insights.",该Session探讨如何搭建多样化、互动性强的环境，正好契合BU对多模态意图识别和长期状态管理的需求，能为设计安全自适应的环境提供实操思路和,环境设计与评测; 多模态意图推断; 长期状态管理; 在线自适应学习; 安全风险检测
可信,Multi-Agent Systems in Industry: From Research to Real-World Impact,Expo Workshop,WED 3 DEC,noon,0.6101441383361816,0.7,0.6,0.6,0.5,0.9,0.60325,"Session covers multi-agent systems with safety, human-in-the-loop, and scalability, aligning moderately with BU's trustworthy AI focus, but lacks explicit emphasis on probabilistic intent inference and long-horizon memory, limiting overlap and actionable insights.",本次Workshop深入探讨多智能体系统在工业中的安全性与规模化挑战，与可信BU在推断用户意图、多模态信息融合和自学习策略的需求高度契合，有,用户意图推断; 多模态融合; 安全可靠性; 自学习策略; 大规模部署
可信,The First Workshop on Efficient Reasoning,Workshop,SAT 6 DEC,8 a.m.,0.5058395266532898,0.7,0.6,0.6,0.5,0.9,0.60325,"The session focuses on efficient reasoning and large reasoning models, overlapping with the BU's interest in agentic AI and memory management under constraints. Techniques for efficiency could benefit the BU, though the session's emphasis is more on broad efficiency than specific trustworthiness or safety mechanisms.",可信BU关注多模态意图推断与长期状态管理，正好契合本Workshop中高效推理和内存管理的算法与系统创新，有助提升推理模型的可靠性与适应性。,多模态意图检测; 长期状态管理; 效率约束下算法创新; 动态缓存策略; 在线策略自学习
可信,On Device/Edge AI,Expo Workshop,WED 3 DEC,noon,0.532096266746521,0.7,0.6,0.65,0.6,0.85,0.6012500000000002,"Session addresses Edge AI efficiency, safety, and deployment challenges relevant to trustworthy agentic AI, including privacy and adaptive models. Some overlap in modular architectures and safety, but less focus on probabilistic intent inference and self-learning safeguards specific to BU's detailed requirements.",可信BU关注多模态意图识别与长期状态管理，恰好对应边缘AI对实时、隐私安全及高效推理的需求，有利于提升智能代理在复杂环境中的稳健性和自适应能,多模态意图识别; 长期状态管理; 实时边缘推理; 隐私保护机制; 在线自适应学习
可信,Large-Scale Real-World Physical AI Systems,Expo Workshop,TUE 2 DEC,noon,0.515902042388916,0.7,0.6,0.7,0.6,0.8,0.5895,"Session addresses physical AI systems with sensor fusion, AI reasoning, and control, overlapping with BU's interest in multimodal intent inference and safety; emerging VLA models provide novel insights; applicability is somewhat indirect but relevant for safe and scalable agent design.",可信BU关注如何在动态环境下安全适应与管理上下文状态，与物理AI系统中跨模态信息融合及安全边界维护高度契合，有助提升实际应用中的鲁棒性和可控,跨模态意图识别; 动态记忆管理; 安全在线学习; 不确定性量化; 风险感知与干预
