title,date,time,end_time,speaker,session_type,url,abstract
RAD: Towards Trustworthy Retrieval-Augmented Multi-modal Clinical Diagnosis,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/118774,
Dual-Res Tandem Mamba-3D: Bilateral Breast Lesion Detection and Classification on Non-contrast Chest CT,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/117658,
Timely Clinical Diagnosis through Active Test Selection,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/116285,
Towards Generalizable Retina Vessel Segmentation with Deformable Graph Priors,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/115045,
EuroSpeech: A Multilingual Speech Corpus,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/121862,
ReSearch: Learning to Reason with Search for LLMs via Reinforcement Learning,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/118259,
MoonCast: High-Quality Zero-Shot Podcast Generation,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/118463,
ReliabilityRAG: Effective and Provably Robust Defense for RAG-based Web-Search,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/119236,
Exploiting LLMs for Automatic Hypothesis Assessment via a Logit-Based Calibrated Prior,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/119243,
CAM: A Constructivist View of Agentic Memory for LLM-Based Reading Comprehension,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/119474,
WebThinker: Empowering Large Reasoning Models with Deep Research Capability,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/119715,
Does Reinforcement Learning Really Incentivize Reasoning Capacity in LLMs Beyond the Base Model?,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/119944,
Scent of Knowledge: Optimizing Search-Enhanced Reasoning with Information Foraging,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/120172,
Automated Composition of Agents: A Knapsack Approach for Agentic Component Selection,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/120238,
Explaining and Mitigating Crosslingual Tokenizer Inequities,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/120308,
MLRC-Bench: Can Language Agents Solve Machine Learning Research Challenges?,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/121415,
A Controllable Examination for Long-Context Language Models,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/121560,
Toward Engineering AGI: Benchmarking the Engineering Design Capabilities of LLMs,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/121598,
SeniorTalk: A Chinese Conversation Dataset with Rich Annotations for Super-Aged Seniors,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/121660,
AVerImaTeC: A Dataset for Automatic Verification of Image-Text Claims with Evidence from the Web,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/121707,
Mind2Web 2: Evaluating Agentic Search with Agent-as-a-Judge,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/121798,
CoreaSpeech: Korean Speech Corpus via JAMO-based Coreset Selection for Efficient and Robust Korean Speech Generation,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/121811,
Scaling Code-Assisted Chain-of-Thoughts and Instructions for Model Reasoning,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/117205,
ARECHO: Autoregressive Evaluation via Chain-Based Hypothesis Optimization for Speech Multi-Metric Estimation,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/118248,
Metis: A Foundation Speech Generation Model with Masked Generative Pre-training,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/118023,
Codifying Character Logic in Role-Playing,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/117989,
Distilling LLM Agent into Small Models with Retrieval and Code Tools,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/117657,
Retrieval is Not Enough: Enhancing RAG through Test-Time Critique and Optimization,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/117057,
Causal LLM Routing: End-to-End Regret Minimization from Observational Data,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/116551,
Hyper-Modality Enhancement for Multimodal Sentiment Analysis with Missing Modalities,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/116212,
Enhancing Personalized Multi-Turn Dialogue with Curiosity Reward,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/115588,
Mellow: a small audio language model for reasoning,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/115468,
Feedback-Aware MCTS for Goal-Oriented Information Seeking,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/115459,
Hyperbolic Dataset Distillation,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/115610,
Learning “Partner-Aware” Collaborators in Multi-Party Collaboration,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/115167,
Heterogeneous Swarms: Jointly Optimizing Model Roles and Weights for Multi-LLM Systems,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/115041,
CleverBirds: A Multiple-Choice Benchmark for Fine-grained Human Knowledge Tracing,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/121851,
EyeBench: Predictive Modeling from Eye Movements in Reading,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/121704,
MUniverse: A Simulation and Benchmarking Suite for Motor Unit Decomposition,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/121638,
Group-in-Group Policy Optimization for LLM Agent Training,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/118123,
OPHR: Mastering Volatility Trading with Multi-Agent Deep Reinforcement Learning,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/120100,
Influence Guided Context Selection for Effective Retrieval-Augmented Generation,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/115474,
A Sustainable AI Economy Needs Data Deals That Work for Generators,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/121926,
"Position: AI Should Sense Better, Not Just Scale Bigger: Adaptive Sensing as a Paradigm Shift",THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/121916,
OctoNet: A Large-Scale Multi-Modal Dataset for Human Activity Understanding Grounded in Motion-Captured 3D Pose Labels,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/121376,
Structural Entropy Guided Agent for Detecting and Repairing Knowledge Deficiencies in LLMs,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/116651,
A Clean Slate for Offline Reinforcement Learning,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/119622,
Adaptable Safe Policy Learning from Multi-task Data with Constraint Prioritized Decision Transformer,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/118870,
Flattening Hierarchies with Policy Bootstrapping,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/118624,
Offline RL by Reward-Weighted Fine-Tuning for Conversation Optimization,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/117620,
Modeling Dynamic Neural Activity by combining Naturalistic Video Stimuli and Stimulus-independent Latent Factors,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/116924,
Efficient Training of Minimal and Maximal Low-Rank Recurrent Neural Networks,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/116981,
Seemingly Redundant Modules Enhance Robust Odor Learning in Fruit Flies,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/117029,
BrainOmni: A Brain Foundation Model for Unified EEG and MEG Signals,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/117066,
Quantifying Task-relevant Similarities in Representations Using Decision Variable Correlations,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/117081,
Flexible inference for animal learning rules using neural networks,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/117364,
Spike-timing-dependent Hebbian learning as noisy gradient descent,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/117420,
Neurons as Detectors of Coherent Sets in Sensory Dynamics,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/117502,
Brain-Inspired fMRI-to-Text Decoding via Incremental and Wrap-Up Language Modeling,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/118038,
Toward Relative Positional Encoding in Spiking Transformers,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/118485,
FANS: A Flatness-Aware Network Structure for Generalization in Offline Reinforcement Learning,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/115726,
AI-Generated Video Detection via Perceptual Straightening,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/118520,
Characterizing control between interacting subsystems with deep Jacobian estimation,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/118847,
Identifying interactions across brain areas while accounting for individual-neuron dynamics with a Transformer-based variational autoencoder,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/119362,
Anatomically inspired digital twins capture hierarchical object representations in visual cortex,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/119563,
Self supervised learning for in vivo localization of microelectrode arrays using raw local field potential,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/119571,
Does Object Binding Naturally Emerge in Large Pretrained Vision Transformers?,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/119887,
Dynamics-Aligned Latent Imagination in Contextual World Models for Zero-Shot Generalization,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/119982,
Leveraging Conditional Dependence for Efficient World Model Denoising,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/119915,
Text-to-Decision Agent: Offline Meta-Reinforcement Learning from Natural Language Supervision,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/119507,
Optimal Dynamic Regret by Transformers for Non-Stationary Reinforcement Learning,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/118814,
Physics-informed Value Learner for Offline Goal-Conditioned Reinforcement Learning,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/118557,
BrainFlow: A Holistic Pathway of Dynamic Neural System on Manifold,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/116813,
Dimensionality Mismatch Between Brains and Artificial Neural Networks,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/116784,
TractoTransformer: Diffusion MRI Streamline Tractography using CNN and Transformer Networks,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/116741,
BioOSS: A Bio-Inspired Oscillatory State System with Spatio-Temporal Dynamics,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/116723,
Predicting Functional Brain Connectivity with Context-Aware Deep Neural Networks,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/116562,
μPC: Scaling Predictive Coding to 100+ Layer Networks,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/116280,
Contrastive Consolidation of Top-Down Modulations Achieves Sparsely Supervised Continual Learning,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/115965,
Are Large Language Models Sensitive to the Motives Behind Communication?,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/115960,
Far from the Shallow: Brain-Predictive Reasoning Embedding through Residual Disentanglement,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/115596,
Modeling Neural Activity with Conditionally Linear Dynamical Systems,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/115221,
FAIR Universe HiggsML Uncertainty Dataset and Competition,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/121764,
ConStellaration: A dataset of QI-like stellarator plasma boundaries and optimization benchmarks,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/121685,
GlobalTomo: A global dataset for physics-ML seismic wavefield modeling and FWI,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/121594,
STAR: A Benchmark for Astronomical Star Fields Super-Resolution,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/121539,
UniFoil: A Universal Dataset of Airfoils in Transitional and Turbulent Regimes for Subsonic and Transonic Flows,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/121532,
A Physics-preserved Transfer Learning Method for Differential Equations,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/120058,
C-NAV: Towards Self-Evolving Continual Object Navigation in Open World,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/117919,
Real-World Reinforcement Learning of Active Perception Behaviors,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/117999,
Dynamic Focused Masking for Autoregressive Embodied Occupancy Prediction,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/118177,
Taccel: Scaling Up Vision-based Tactile Robotics via High-performance GPU Simulation,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/118179,
MutualVPR: A Mutual Learning Framework for Resolving Supervision Inconsistencies via Adaptive Clustering,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/118688,
CogVLA: Cognition-Aligned Vision-Language-Action Models via Instruction-Driven Routing & Sparsification,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/119023,
Towards Reliable LLM-based Robots Planning via Combined Uncertainty Estimation,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/119810,
Fast-in-Slow: A Dual-System VLA Model Unifying Fast Manipulation within Slow Reasoning,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/119931,
Provable Ordering and Continuity in Vision-Language Pretraining for Generalizable Embodied Agents,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/120019,
DEAL: Diffusion Evolution Adversarial Learning for Sim-to-Real Transfer,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/120168,
Gradient Alignment in Physics-informed Neural Networks: A Second-Order Optimization Perspective,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/116510,
SpiderSolver: A Geometry-Aware Transformer for Solving PDEs on Complex Geometries,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/116641,
GyroSwin: 5D Surrogates for Gyrokinetic Plasma Turbulence Simulations,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/117909,
SymMaP: Improving Computational Efficiency in Linear Solvers through Symbolic Preconditioning,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/118256,
Learning non-equilibrium diffusions with Schrödinger bridges: from exactly solvable to simulation-free,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/118530,
Local-Global Associative Frames for Symmetry-Preserving Crystal Structure Modeling,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/118593,
Hybrid Boundary Physics-Informed Neural Networks for Solving Navier-Stokes Equations with Complex Boundary,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/118645,
Hybrid Latent Representations for PDE Emulation,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/118880,
Touch in the Wild: Learning Fine-Grained Manipulation with a Portable Visuo-Tactile Gripper,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/117587,
SAFE: Multitask Failure Detection for Vision-Language-Action Models,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/117510,
PointMapPolicy: Structured Point Cloud Processing for Multi-Modal Imitation Learning,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/117358,
Hyper-GoalNet: Goal-Conditioned Manipulation Policy Learning with HyperNetworks,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/117261,
Reinventing Multi-Agent Collaboration through Gaussian-Image Synergy in Diffusion Policies,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/117230,
Human-assisted Robotic Policy Refinement via Action Preference Optimization,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/116985,
A Practical Guide for Incorporating Symmetry in Diffusion Policy,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/116965,
A Smooth Sea Never Made a Skilled SAILOR: Robust Imitation via Learning to Search,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/115876,
DanmakuTPPBench: A Multi-modal Benchmark for Temporal Point Process Modeling and Understanding,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/121500,
MAESTRO : Adaptive Sparse Attention and Robust Learning for Multimodal Dynamic Time Series,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/120241,
Delving into Large Language Models for Effective Time-Series Anomaly Detection,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/119760,
Eulerian Neural Network Informed by Chemical Transport for Air Quality Forecasting,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/119538,
AliO: Output Alignment Matters in Long-Term Time Series Forecasting,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/119426,
ShapeX: Shapelet-Driven Post Hoc Explanations for Time Series Classification Models,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/119156,
Improving Time Series Forecasting via Instance-aware Post-hoc Revision,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/118913,
FlowMixer: A Depth-Agnostic Neural Architecture for Interpretable Spatiotemporal Forecasting,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/118826,
Topology-Aware Conformal Prediction for Stream Networks,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/118542,
Let's Revise Step-by-Step: A Unified Local Search Framework for Code Generation with LLMs,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/115681,
CausalVerse: Benchmarking Causal Representation Learning with Configurable High-Fidelity Simulations,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/121658,
AutoData: A Multi-Agent System for Open Web Data Collection,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/115276,
Photography Perspective Composition: Towards Aesthetic Perspective Recommendation,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/115849,
Improving Data Efficiency for LLM Reinforcement Fine-tuning Through Difficulty-targeted Online Data Selection and Rollout Replay,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/115452,
Mitigating Instability in High Residual Adaptive Sampling for PINNs via Langevin Dynamics,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/116616,
MIHC: Multi-View Interpretable Hypergraph Neural Networks with Information Bottleneck for Chip Congestion Prediction,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/117437,
SEC-bench: Automated Benchmarking of LLM Agents on Real-World Software Security Tasks,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/118134,
How to Auto-optimize Prompts for Domain Tasks? Adaptive Prompting and Reasoning through Evolutionary Domain Knowledge Adaptation,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/119889,
MathArena: Evaluating LLMs on Uncontaminated Math Competitions,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/121385,
AgentRecBench: Benchmarking LLM Agent-based Personalized Recommender Systems,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/121525,
Satellites Reveal Mobility: A Commuting Origin-destination Flow Generator for Global Cities,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/121846,
SGN: Shifted Window-Based Hierarchical Variable Grouping for Multivariate Time Series Classification,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/115248,
Investigating Hallucinations of Time Series Foundation Models through Signal Subspace Analysis,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/115394,
On the Integration of Spatial-Temporal Knowledge: A Lightweight Approach to Atmospheric Time Series Forecasting,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/115569,
Glocal Information Bottleneck for Time Series Imputation,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/116239,
Selective Learning for Deep Time Series Forecasting,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/116357,
Learning to Factorize Spatio-Temporal Foundation Models,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/117035,
PMLF: A Physics-Guided Multiscale Loss Framework for Structurally Heterogeneous Time Series,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/118353,
Learning Counterfactual Outcomes Under Rank Preservation,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/119687,
A Cautionary Tale on Integrating Studies with Disparate Outcome Measures for Causal Inference,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/119654,
An Analysis of Causal Effect Estimation using Outcome Invariant Data Augmentation,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/119327,
Non-Stationary Structural Causal Bandits,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/119070,
Estimation of Treatment Effects in Extreme and Unobserved Data,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/118790,
Universal Causal Inference in a Topos,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/117855,
Score-informed Neural Operator for Enhancing Ordering-based Causal Discovery,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/117797,
Meta-D2AG: Causal Graph Learning with Interventional Dynamic Data,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/117436,
Disentangling misreporting from genuine adaptation in strategic settings: a causal approach,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/116978,
Counterfactual Image Editing with Disentangled Causal Latent Space,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/115533,
DGCBench:  A Deep Graph Clustering Benchmark,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/121541,
Theory-Driven Label-Specific Representation for Incomplete Multi-View Multi-Label Learning,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/120345,
A TRIANGLE Enables Multimodal Alignment Beyond Cosine Similarity,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/120047,
Connecting Neural Models Latent Geometries with Relative Geodesic Representations,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/119953,
Bit-swapping Oriented Twin-memory Multi-view Clustering in Lifelong Incomplete Scenarios,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/119818,
DUAL: Learning Diverse Kernels for Aggregated Two-sample and Independence Testing,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/119284,
Harnessing Feature Resonance under Arbitrary Target Alignment for Out-of-Distribution Node Detection,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/118716,
Hypergraph-Enhanced Contrastive Learning for Multi-View Clustering with Hyper-Laplacian Regularization,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/118577,
IA-GGAD: Zero-shot Generalist Graph Anomaly Detection via Invariant and Affinity Learning,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/119275,
Heterogeneous Adversarial Play in Interactive Environments,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/119618,
Are Greedy Task Orderings Better Than Random in Continual Linear Regression?,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/119634,
Covariances for Free: Exploiting Mean Distributions for Training-free Federated Learning,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/119750,
A compressive-expressive communication framework for compositional representations,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/115077,
Minimal Semantic Sufficiency Meets Unsupervised Domain Generalization,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/115318,
Thought Communication in Multiagent Collaboration,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/115550,
Exploring Structural Degradation in Dense Representations for Self-supervised Learning,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/115902,
Understanding Contrastive Learning via Gaussian Mixture Models,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/116157,
CyIN: Cyclic Informative Latent Space for Bridging Complete and Incomplete Multimodal Learning,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/116824,
Auto-Compressing Networks,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/116933,
Place Cells as Multi-Scale Position Embeddings: Random Walk Transition Kernels for Path Planning,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/116942,
"Equivariant Eikonal Neural Networks: Grid-Free, Scalable Travel-Time Prediction on Homogeneous Spaces",THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/117011,
The Structure of Relation Decoding Linear Operators in Large Language Models,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/117469,
Soft Task-Aware Routing of Experts for Equivariant Representation Learning,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/117730,
Random Forest Autoencoders for Guided Representation Learning,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/118340,
Exploiting Task Relationships in Continual Learning via Transferability-Aware Task Embeddings,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/117715,
Diffusion-Driven Progressive Target Manipulation for Source-Free Domain Adaptation,THU 4 DEC,11:00,2:00,,Poster,https://neurips.cc/virtual/2025/poster/117343,
