title,authors,time/date,abstract
Personalization in Generative AI Workshop,"Pinar Yanardag, Rinon Gal, Daniel Cohen-Or, Tuna Han Salih Meral, Enis Simsar, Nupur Kumari, Aysegul Dundar, Federico Tombari",,"Personalization in Generative AI Workshop (P13N) is a full-day workshop that brings together leading researchers and industry experts to explore cutting-edge personalization techniques in generative AI. The event will feature paper presentations, panel discussions, and a competition focusing on personalized generative models across images, and videos. Topics include advanced optimization methods for personalizing diffusion models, multi-subject composition, cross-modal personalization, AR/VR personalization, dataset curation and benchmarking, as well as ethical and privacy considerations."
What is Next in Multimodal Foundation Models?,"Roei Herzig, Rogerio Feris, David M. Chan, Leonid Karlinsky, Tsung-Han Patrick Wu, Jiaxin Ge, Dantong Niu, Eli Schwartz, Assaf Arbelle, Nimrod Shabtay, Bo Wu, Jehanzeb Mirza, Wei Lin",,"The intersection of foundation models and multimodal learning is a significant and widely discussed topic that complements the main ICCV conference. This workshop aims to encourage an interdisciplinary discussion on recent advancements, ongoing challenges, and future directions in multimodal foundation models, which have achieved breakthroughs by applying techniques across computer vision, natural language, and robotics."
Closing the Loop Between Vision and Language (Decade Mark),"Mohamed Elhoseiny, Angel Chang, Anna Rohrbach, Marcus Rohrbach, Xin Eric Wang, Krishna Kumar, Kilichbek Haydarov, Eslam Abdelrahman, Austin Wang, Yiming Zhang, Tobias Wieczorek, Qianqi (Jackie) Yan",,"This workshop explores the intersection of Computer Vision and NLP, focusing on joint vision-language understanding. Recent advances, particularly in large-scale multimodal pretraining with transformers, have driven progress in various tasks. Topics include visual-linguistic representation learning, VQA, captioning, visual dialog, referring expressions, vision-and-language navigation, embodied QA, and text-to-image generation. We emphasize joint video-language understanding due to its unique challenges. Additionally, we welcome critical work on dataset and algorithmic bias, generalization issues, and efforts toward transparency and explainability."
6th Workshop on Continual Learning in Computer Vision,"Jonghyun Choi, Marc Masana, Gido van de Ven, Liyuan Wang, Andrew D. Bagdanov, Evan Shelhamer, Dhireesha Kudithipudi",,"The Workshop on Continual Learning in Computer Vision (CLVision) aims to gather researchers and engineers from academia and industry to discuss the latest advances in Continual Learning. In this workshop, there will be regular paper presentations, invited speakers, and technical benchmark challenges to present the current state of the art, as well as the limitations and future directions for Continual Learning, arguably one of the most crucial milestones of AI."
Multi-Modal Reasoning for Agentic Intelligence,"Zhenfei Yin, Naji Khosravan, Tao Ji, Yin Wang, Roozbeh Mottagi, Iro Armeni, Zhuqiang Lu, Annie S. Chen, Yufang Liu, Zixian Ma, Mahtab Bigverdi, Amita Kamath, Chen Feng, Lei Bai, Gordon Wetzstein, Philip Torr",,"AI agents powered by Large Language Models (LLMs) have shown strong reasoning abilities across tasks like coding and research. With the rise of Multimodal Foundation Models (MFMs), agents can now integrate visual, textual, and auditory inputs for richer perception and decision-making. This workshop explores the development of Multimodal AI Agents across four categories: Digital, Virtual, Wearable, and Physical. We will discuss their applications in science, robotics, and human-computer interaction, as well as key challenges in cross-modal integration, real-time responsiveness, and interpretability. The goal is to advance robust, context-aware agents for complex, real-world environments."
Large-scale Video Object Segmentation,"Henghui Ding, Lingyi Hong, Chang Liu, Ning Xu, Linjie Yang, Yuchen Fan",,"The 7th LSVOS Workshop focuses on advancing research in Video Object Segmentation (VOS) and Referring Video Object Segmentation (RVOS). For VOS, we set two tracks, one is based on Complex Video Object Segmentation (MOSEv2) dataset, the other is based on the MOSEv1 and LVOS datasets, targeting long-term videos and complex real-world scenes with challenges like object disappearance and reappearance, inconspicuous small objects, heavy occlusions, and crowded environments. The RVOS track continues with the MeViS dataset, which emphasizes motion-based language expressions and demands fine-grained temporal reasoning. In addition to the challenges, the workshop hosts invited talks from leading researchers, covering topics such as vision-and-language, motion understanding, cognitive modeling, and embodied intelligence in video understanding."
Robust and Interactable World Models in Computer Vision,"Shixiang Tang, Thu Nguyen-Phuoc, Zhenfei Yin, Amir Bar, Pengyu Zhang, Xu Jia, Yutong Bai, Lian Xu, Francesco Ferroni, Flora Salim, Tinne Tuytelaars, Jiajun Wu, Huchuan Lu, Yanyong Zhang, Philip H.S. Torr, Trevor Darrell",,"The workshop will focus on physical reliability and effective interactivity in world models for applications requiring precise physical reasoning and dense environmental interactions, such as robotics, autonomous systems, and multi-agent interactions. Beyond generating realistic predictions, world models must enforce physical consistency through differentiable physics, hybrid modeling, and adaptive simulation techniques. By bringing together researchers from machine learning, computer graphics, and physics-based modeling, the workshop will explore classical and cutting-edge approaches to aligning world models with real-world physics and extending them beyond simulation."
Embodied Spatial Reasoning,"Wufei Ma, Yu-Cheng Chou, Xiwei Xuan, Artur Jesslen, Adam Kortylewski, Celso M. de Melo, Zhaoyang Wang, Rama Chellappa, Alan Yuille, Jieneng Chen",,"The 1st Embodied Spatial Reasoning Workshop at ICCV 2025 explores the integration of spatial understanding in intelligent agents. Focus areas include Embodied AI, which allows agents to perceive, reason, and act in real-world or simulated environments, and Spatial Reasoning, which involves interpreting spatial relations and sensory feedback. The workshop also delves into the development of Embodied World Models for building spatially coherent, semantically grounded internal representations, and Robot Spatial Reasoning, addressing challenges in planning and acting under uncertainty and task constraints. The goal is to advance robust, generalizable spatial reasoning for embodied agents."
Mobile Intelligent Photography and Imaging,"Shangchen Zhou, Xiaoming Li, Zongsheng Yue, Kang Liao, Peiqing Yang, Jianyi Wang, Yuekun Dai, Yikai Wang, Xinyu Hou, Zhouxia Wang, Haoying Li, Ruicheng Feng, Yihang Luo, Chongyi Li, Chen Change Loy",,"Developing and integrating advanced image sensors with novel algorithms in camera systems is prevalent with the increasing demand for computational photography and imaging on mobile platforms. However, the lack of high-quality data for research and the rare opportunity for in-depth exchange of views from industry and academia constrain the development of Mobile Intelligent Photography and Imaging (MIPI). The workshop's main focus is on MIPI, emphasizing the integration of novel image sensors and imaging algorithms."
The 3rd workshop on Binary and Extreme Quantization for Computer Vision,"Adrian Bulat, Zechun Liu, Haotong Qin, Ioanna Ntinou, Nic Lane, Georgios Tzimiropoulos",,"The 3rd edition of the Workshop seeks to explore novel directions for making deep learning models more efficient. We'll delve into low-bit quantization, a technique that significantly reduces model size and computational demand by representing model weights and activations with fewer bits. This is crucial for deploying models on-device, especially given the ever-growing model size. A core focus of the workshop will be to study ways of maintaining accuracy under extreme quantization, with recent breakthroughs demonstrating exciting potential for achieving this. Hear about the latest trends from our invited speakers and presented papers."
Vision Foundation Models and Generative AI for Accessibility: Challenges and Opportunities,"Yapeng Tian,Yuhang Zhao,Jon E. Froehlich,Chu Li,Yuheng Wu",,"The CV4A11y Workshop focuses on how new advances in vision foundation models and generative AI can help improve accessibility for people with disabilities. These technologies have great potential, but there are still important challenges, such as bias, limited data, lack of explainability, and real-world deployment issues. This workshop brings together experts in computer vision, AI, human-computer interaction, and accessibility to share new ideas, discuss open problems, and explore future directions. Our goal is to support the development of AI-powered tools that are more inclusive, useful, and effective in improving daily life for individuals with disabilities."
Anomaly Detection with Foundation Models,"Kuan-Chuan Peng, Ying Zhao, Abhishek Aich",,"The rapid advancement of foundation models in fields like healthcare, cybersecurity, and finance highlights the urgent need to improve their anomaly detection capabilities. Despite their growing application in high-stakes areas, the challenges of using these models for anomaly detection remain underexplored. The Anomaly Detection with Foundation Models (ADFM 2025) workshop aims to address this gap by focusing on the intersection of foundation models and anomaly detection. Our organizing and technical committee, composed of leading experts, provides a platform for advancing research and discussing the recent breakthroughs, and the technical and ethical implications of deploying these models. ADFM 2025 will foster interdisciplinary collaboration and contribute to the development of more reliable and effective anomaly detection systems in artificial intelligence."
The Second Workshop on Multimodal Representation and Retrieval,"Xinliang Zhu, Arnab Dhua, Shengsheng Qian, Xin (Eric) Wang, Rene Vidal, Douglas Gray",,"Multimodal representation learning is central to modern AI, enabling applications across retrieval, generation, RAG, reasoning, agentic AI, and embodied intelligence. With the growing ubiquity of multimodal data—from e-commerce listings to social media and video content—new challenges arise in multimodal retrieval, where both queries and indexed content span multiple modalities. This task requires deeper semantic understanding and reasoning, especially at scale, where data complexity and noise become significant hurdles. The half-day event will feature keynote talks, oral and poster presentations."
Human-inspired Computer Vision,"Lucia Schiatti, Mengmi Zhang, Yen-Ling Kuo, Vittorio Cuculo, Andrei Barbu",,"The goal of the Human-inspired Computer Vision workshop is to link and disseminate parallel findings in the fields of neuroscience, psychology, cognitive science, and computer vision, to inform the development of human-inspired computational models capable of solving visual tasks in a human-like fashion. Although the high performance reached by recent computer vision approaches, the relationship between machine and human vision remains unclear. Investigating such a relationship is timely and important both to improve machine vision, by identifying and tackling gaps between humans and machines, and to understand/enhance human vision, by developing interpretable models useful to explain neuroscientific and cognitive observations."
Workshop & Competition on Computationally Optimal Gaussian Splatting,"Forrest Iandola, Zechun Liu, Cheng Chang, Karthik Ganesan, Kareem Ibrahim, Enrique Torres Sanchez, Hugo Tessier, Miloš Nikolić, Andreas Moshovos",,"The first Workshop & Competition on Computationally Optimal Gaussian Splatting (COGS) welcomes researchers working on techniques for efficient 3D Gaussian Splatting (3DGS). While 3DGS has advanced rapidly, real-time rendering of Gaussian splats on resource-limited devices (e.g., smartphones, AR/VR headsets) remains a challenge. COGS aims to lower the barrier to entry and encourage new research in this area. The event will feature keynote talks from leading experts and a panel session exploring the current state and future directions of this promising technique."
Fairness and Ethics in AI: facing the ChalLEnge through Model Debiasing,"Vito Paolo Pastore, Enzo Tartaglione, Irina Voiculescu, Jaegul Choo, Vittorio Murino",,"Despite the unprecedented surge, the presence of biases within AI models is a critical concern, perpetuating disparities and ethical dilemmas. In the last years, the scientific community has increasingly focused on understanding and addressing model bias, as evidenced by a significant uptick in research across various disciplines. In this context, we present the second edition of the workshop FAILED. This initiative aims to convene experts and practitioners from diverse backgrounds to explore innovative strategies for rectifying biases and promoting fairness and transparency in AI systems. Join us in this collaborative endeavor and be a part of this transformative journey!"
From street to space: 3D Vision AcrosS altiTudes,"Yujiao Shi, Yuanbo Xiangli, Zuzana Kukelova, Bo Dai, Richard Hartley, Hongdong Li",,"As large-scale 3D scene modeling becomes increasingly important for applications such as urban planning, robotics, autonomous navigation, and virtual simulations, the need for diverse, high-quality visual data is greater than ever. However, acquiring dense and high-resolution ground-level imagery at scale is often impractical due to access limitations, cost, and environmental variability. In contrast, aerial and satellite imagery provide broader spatial coverage but lack the fine-grained details needed for many downstream applications. Combining images from multiple altitudes — from ground cameras to aerial drones and satellites—offers a promising solution to overcome these limitations, enabling richer, more complete 3D reconstructions. How can we achieve coherent and accurate 3D scene modeling when our visual world is captured from vastly different altitudes—ground, aerial, and satellite—under varying conditions? Each altitude offers distinct advantages, but cross-altitude data fusion introduces significant challenges: sparse and incomplete views, visual ambiguities, spatio-temporal inconsistencies, image quality variations, dynamic scene changes, and environmental factors that alter topology over time. Traditional 3D reconstruction methods, optimized for dense and structured inputs, struggle with such heterogeneous multi-altitude data. Advances in multi-scale feature alignment, neural scene representations, and robust cross-view fusion offer promising solutions, but key challenges remain."
Generative Scene Completion for Immersive Worlds,"Ethan Weber, Hong-Xing “Koven” Yu, Lily Goli, Alex Trevithick, Angjoo Kanazawa, Jiajun Wu, Norman Müller, Christian Richardt",,"This workshop focuses on generative scene completion, which is indispensable for world models, VR/AR, telepresence, autonomous driving, and robotics. It explores how generative models can help reconstruct photorealistic 3D environments from sparse or partial input data by filling in occluded or unseen spaces. Topics include world models, generative models, inpainting, artifact removal, uncertainty, controllability, and handling of casual data. We will discuss how related directions like text-to-3D and single-image-to-3D compare with scene completion, where more input constraints must be satisfied. The workshop highlights key challenges and recent progress in transforming incomplete real-world captures into immersive environments. https://scenecomp.github.io/"
1st Workshop on Multimodal Sign Language Recognition,"Hamzah Luqman, Raffaele Mineo, Maad Alowaifeer, Simone Palazzo, Motaz Alfarraj, Mufti Mahmud, Amelia Sorrenti, Federica Proietto Salanitri, Giovanni Bellitto, Concetto Spampinato, Silvio Giancola, Muhammad Haris Khan, Moi Hoon Yap, Ahmed Abul Hasanaath, Murtadha Aljubran, Sarah Alyami, Egidio Ragonese, Gaia Caligiore, Sabina Fontana, Senya Polikovsky, Sevgi Gurbuz, Kamrul Islam",,"Sign language is a rich and expressive visual language that uses hand gestures, body movements, and facial expressions to convey meaning. With hearing impairment increasingly prevalent worldwide, Sign Language Recognition research is advancing to enable more inclusive communication technologies. The 1st Multimodal Sign Language Recognition Workshop (MSLR 2025) brings together researchers to explore vision, sensor, and generative based approaches. Emphasizing multimodal fusion of RGB video, depth maps, skeletal and facial keypoints, and radar data, the workshop highlights systems designed for real-world variability and privacy. Topics include statistical and neural sign-to-text and text-to-sign translation, cross-lingual and multilingual methods, multimodal generative synthesis, and inclusive dataset creation. Through keynotes, presentations, and challenges on continuous and isolated sign recognition, participants will engage with new benchmarks, metrics, and ethical data practices. The workshop also highlights privacy-preserving sensing and healthcare accessibility, inviting contributions from researchers across disciplines to shape the future of multimodal sign language technologies."
Findings of the ICCV,"Margrit Betke, Yonatan Bisk, Juan C. Caicedo, Grigorios Chrysos, Trevor Darrell, Deepti Ghadiyaram, Boqing Gong, Derek Hoiem, Ziwei Liu, Bryan Plummer, Anna Rohrbach, Bryan Russell, Kate Saenko, Humphrey Shi, Kevin Shih",,"This workshop introduces the concept of a findings-style track to the computer vision community. NLP conferences have included Findings since 2020 to publish technically sound work, but which may not meet the main conference's threshold for novelty, impact, or excitement. There are many important results the community should be made aware of, and this venue provides an audience without delays for further submission iterations, or that might otherwise be lost if never published. This workshop provides a vehicle to discuss creating a computer vision Findings track and present Findings-quality papers to demonstrate their impact and benefits to inform future conferences."
1st Workshop and Challenge on Category-Level Object Pose Estimation for Robotic Manipulation,"Yang You, Jiyao Zhang, Jiankai Sun, Leonidas Guibas, Chen Wang, Luca Carlone, Linfang Zheng, Mac Schwager, Cewu Lu, Hao Dong, Bowen Wen, Ruida Zhang, Weiyao Huang, Mingdong Wu, Yijia Weng, Yitong Peng, Ruihai Wu, Lixin Yang, Junxiao Kong, Qiaojun Yu",,"This workshop addresses the critical problem of category-level object pose estimation and its applications within complex robotic manipulation scenarios. Pose estimation, a fundamental challenge in both 3D computer vision and robotics perception, involves accurately determining an object's complete 6-degree-of-freedom (6DoF) pose, comprising its 3D rotation and translation. Our workshop specifically focuses on advancing category-level pose estimation methods under realistic and demanding robotic manipulation settings, particularly emphasizing articulated objects, dynamic environments with potential human-object interactions, and objects subject to severe occlusions and partial visibility."
2nd Workshop on Computer Vision for Ecology,"Sara Beery, Julia Chae, Mohamed Elhoseiny, Faizan Khan, Rupa Kurinchi-Vendhan, Andrew Temple, Edward Vendrow",,"The Computer Vision for Ecology workshop aims to bring together experts to foster discussion on the automation of ecological data collection, collation, and analysis. The goal is to establish a hub for the broader computer vision and ecology community at ICCV. The workshop encompasses applications of computer vision across a wide variety of ecological systems, spanning both terrestrial and aquatic systems, diverse geographic regions, and urban to wildland settings. The topics we aim to address include, but are not limited to, remote sensing, bioacoustics, video and image-based monitoring, citizen science, long-tailed recognition, zero-shot learning, expert AI systems, and model deployment."
2nd AI for Content Generation; Quality Enhancement and Streaming,"Marcos V. Conde, Radu Timofte, Eduard Zamfir, Julian Tanke, Takashi Shibuya, Yuki Mitsufuji, Varun Jain, Fan Zhang, Heather Yu",,"Welcome to the 2nd Workshop on AI for Content Generation, Quality Enhancement and Streaming. This workshop focuses on unifying new streaming technologies, computer graphics, and computer vision, from the modern deep learning point of view. Streaming is a huge industry where hundreds of millions of users demand everyday high-quality content on different platforms. Computer vision and deep learning have emerged as revolutionary forces for rendering content, image and video compression, enhancement, and quality assessment. From neural codecs for efficient compression to deep learning-based video enhancement and quality assessment, these advanced techniques are setting new standards for streaming quality and efficiency. Moreover, novel neural representations also pose new challenges and opportunities in rendering streamable content, and allowing to redefine computer graphics pipelines and visual content."
BioImage Computing,"Alexander Krull, Peter Bajcsy, Jan Funke, Dagmar Kainmueller, Khaled Khairy, Qingjie Meng, Virginie Uhlmann, Martin Weigert",,"Bio-image computing (BIC) is a rapidly growing field at the interface of engineering, biology and computer science. Advanced light microscopy can deliver 2D and 3D image sequences of living cells with unprecedented image quality and ever increasing resolution in space and time. The emergence of novel and diverse microscopy modalities has provided biologists with unprecedented means to explore cellular mechanisms, embryogenesis, and neural development, to mention only a few fundamental biological questions. The enormous size and complexity of these data sets, which can exceed multiple TB per volume or video, requires state-of-the-art computer vision methods."
Biometrics for Art,"Dzemila Sero, Estefanía Talavera, Tuğçe Arican, Katrien Keune, John Delanay, Karen Trentelman, Robert van Langh",,"The Biometrics for Arts (ArtMetrics) workshop aims to explore the intersection of biometrics, computer vision and the arts to provide a more nuanced understanding of an artwork's provenance and maker(s). In the same way as Biometrics serves as a tool for person identification from unique phenotypic or behavioural traits, Biometrics for Arts aims at artist recognition from unique attributes detected on works of art, thus fostering dialogue between engineers, computer scientists, heritage scientists, conservators, and art historians. This workshop will showcase innovative applications of computer vision in the visual art domain, emphasizing the role of technology in supporting conservation practices and enhancing the management of museum and private collections. Key topics include pattern recognition in works of art, AI-driven artistic generation, AI-driven analysis of multimodal imaging data of works of art, and digital restoration of different media. ArtMetrics seeks to inspire interdisciplinary collaboration, highlighting how computer vision can both interpret and enhance the diverse world of art."
Multimodal Spatial Intelligence,"Songyou Peng, Jihan Yang, Kyle Genova, Thomas Funkhouser, Fei-Fei Li, Leonidas J. Guibas, Saining Xie",,"Our workshop will feature insightful keynote talks and a panel discussion around multi-modal spatial intelligence. Key topics include enhancing MLLMs' reasoning with images and 3D data, advancing 2D/3D perception, and enabling embodied AI. We will also delve into dynamic physical world modeling and critically examine the trust, ethics, and societal impact of these technologies. This workshop is a hub for advancing the future of spatially-aware AI, from core reasoning to real-world application and responsible deployment."
UniLight: Unifying Evaluation Metrics for Image-based Lighting; Relighting and Compositing,"Anand Battad, Jean-Francois Lalonde, Javier Vazquez-Corral, Roni Sengupta, Mathieu Garon, Yannick Hold-Geoffroy",,"Recent advancements in image editing applications such as relighting, compositing, harmonization, and virtual object insertion have opened up new horizons in visual media, augmented reality, and virtual production---especially with the rise of powerful image generative models. However, evaluating the quality of results for these applications is still a significant challenge. Traditional image quality metrics are not always effective in capturing the perceptual realism and subtle effects these technologies aim to achieve. Additionally, relying on user studies can be time-consuming and introduces variability, making comparing methods consistently challenging. To address these issues, this workshop explores and develops standardized evaluation metrics to bridge the gap between quantitative assessment and qualitative perception."
Workshop on Computer Vision Systems for Document Analysis and Recognition,"Axel De Nardin, Silvia Zottin, Silvia Cascianelli, Alessio Fagioli, Marco Raoul Marini, Claudio Piciarelli, Romeo Lanzino, Luigi Cinque, Fabio Galasso, Rita Cucchiara, Gian Luca Foresti",,"In today’s rapidly digitalizing world, the ability to analyze documents automatically is becoming increasingly important in our daily life. Document Analysis plays a growing role in both industrial and cultural contexts, highlighting the need for AI systems capable of handling highly diverse documents, presenting significant challenges. This workshop seeks to address these issues by fostering interdisciplinary collaboration. By bringing together researchers and professionals from different domains, it aims to facilitate knowledge exchange, promote innovation, and advance the development of intelligent, adaptable solutions for Document Analysis in a wide range of applications."
PHAROS - Adaptation; Fairness; Explainability in AI Medical Imaging,"Stefanos Kollias, Dimitrios Kollias, Xujiong Ye, Francesco Rundo",,"PHAROS-AFE-AIMI aims to present innovative approaches for predictive modeling using large medical image datasets, emphasizing deep learning models and transparent, human-centered integration of GenAI and LLMs in health services. It tackles key challenges at the intersection of computer vision and healthcare AI, including multidisease diagnosis, model explainability, fairness, domain adaptation, continual learning. With rising interest in trustworthy and interpretable AI, PHAROS-AFE-AIMI fosters discussion on responsible deployment in sensitive applications. PHAROS-AFE-AIMI is organised under PHAROS AI Factory, ensuring its topics having real-world relevance and strong foundation in cutting-edge research. Finally, the workshop includes two challenges (Multi-Source-Covid-19 Detection and Fair Disease Diagnosis)."
Computer Vision in Plant Phenotyping and Agriculture,"Ian Stavness, Michael Pound, Feng Chen, Ronja Güldenring, Zane Hartley, Andrew French, Valerio Giuffrida",,"The CVPPA aims to advance computer vision techniques for applications in plant phenotyping and agriculture to support sustainable food, feed, fiber, and plant-based fuel production. The workshop seeks to highlight unsolved challenges, showcase current methods, and expand the research community at the intersection of plant and computer sciences. Topics include segmentation, tracking, detection, and reconstruction in agricultural contexts, open-source tools, and annotated datasets with benchmarks. Effective plant phenotyping is urgently needed to support the sustainability of our planet and its inhabitants: having strong community structures and computer vision scientists enter this field is more crucial now than ever."
Large Scale Cross Device Localization,"Zuria Bauer, Hermann Blum, Mihai Dusmanu, Linfei Pan, Qunjie Zhou, Marc Pollefeys",,"As computer vision moves into real-world use, robust localization across diverse devices is crucial. The CroCoDL workshop unites experts in vision, robotics, and AR to tackle cross-device, multi-agent localization. Focusing on 3D vision, visual localization, embodied AI, and AR/VR/MR, it bridges academic research and real-world deployment. The inaugural event features invited talks, papers, and a competition. It also introduces CroCoDL, a new large-scale benchmark with synchronized data from phones, headsets, and robots. By connecting efforts in structure-from-motion, neural rendering, and embodied AI, the workshop advances scalable localization across domains, sensors, and dynamic environments."
1st Workshop on Long Multi-Scene Video Foundations: Generation; Understanding and Evaluation,"Vasco Ramos, Regev Cohen, Hila Chefer, Sivan Doveh, Jehanzeb Mirza, Hritik Bansal, Inbar Mosseri, Joao Magalhaes",,"This workshop aims to advance the state-of-the-art in long multi-scene video modelling, covering generation, understanding, evaluation, and ethical considerations. Long videos offer a powerful means of expression and communication, with applications in diverse fields such as entertainment, education, and health. However, current video generation and understanding techniques are typically confined to short, single-scene videos, limiting both our ability to create and comprehend complex video narratives. Thus, a growing need and research area is the development of methods for generating and understanding long-form videos of multiple dynamic scenes."
TrustFM: Workshop on Trustworthy Foundation Models,"Chenliang Xu, Jure Leskovec, Dan Hendrycks, Jindong Wang, Lingjuan Lyu, Hangfeng He, Ting Wang, Zhiheng Li",,"Foundation models are revolutionizing the way we interact with AI—powering everything from search engines to scientific discovery. But as their reach expands, so do the risks. Can we truly trust these systems—before putting them to use? From AlexNet to LLaVA , the pace of innovation is staggering. Yet one thing remains constant: the urgent need for trustworthiness. In the foundation model era, we ask:What does trust mean at scale? Can classical insights still guide us? This workshop brings together researchers, engineers, and thought leaders to confront these challenges head-on. We’ll explore how to create models that are not just powerful, but robust, fair, interpretable, and accountable."
Critical Evaluation of Generative Models and their Impact on Society,"Noa Garcia, Amelia Katirai, Kento Masui, Mayu Otani, Yankun Wu",,"Visual generative models have revolutionized our ability to generate realistic images, videos, and other visual content. However, with great power comes great responsibility. While the computer vision community continues to innovate with models trained on vast datasets to improve visual quality, questions regarding the adequacy of evaluation protocols arise. Automatic measures such as CLIPScore and FID may not fully capture human perception, while human evaluation methods are costly and lack reproducibility. Alongside technical considerations, critical concerns have been raised by artists and social scientists regarding the ethical, legal, and social implications of visual generative technologies. The democratization and accessibility of these technologies exacerbate issues such as privacy, copyright violations, and the perpetuation of social biases, necessitating urgent attention from our community. This interdisciplinary workshop aims to convene experts from computer vision, machine learning, social sciences, digital humanities, and other relevant fields. By fostering collaboration and dialogue, we seek to address the complex challenges associated with visual generative models and their evaluation, benchmarking, and auditing."
Responsible Imaging,"Zhixiang Wang, Jian Wang, Yang Liu, Brandon Y. Feng, Zheng Wang, Yinqiang Zheng, Mingmin Zhao, Mohan Kankanhalli, Laura Waller",,"As imaging technologies advance, they surpass traditional capabilities, capturing and interpreting visual information beyond the limits of human perception. While these cutting-edge computational imaging systems push the boundaries of what can be seen and understood, they also quietly introduce critical ethical concerns related to privacy, safety, and robustness. Since these systems operate beyond human vision, many potential threats remain imperceptible, making them more difficult to detect and mitigate. This workshop aims to bring attention to these challenges and explore innovative solutions to deal with these challengings as imaging technologies push the boundaries of perceiving the invisible."
Egocentric Body Motion Tracking; Synthesis and Action Recognition,"Lingni Ma, Yuting Ye, Robin Kips, Siyu Tang, Gen Li, Karen Liu, Boxiao Pan, Richard Newcombe",,"EgoMotion, in its second edition, is a continuation workshop focusing on human motion modeling using egocentric, multi-modal data from wearable devices. We focus motion tracking, synthesis, and understanding algorithms from egocentric/exocentric cameras, non-visual sensors, and high-level derived data. The workshop also covers research that applies egocentric motion for character animation, simulation, robotic learning etc. In addition to algorithms, the workshop promotes recent open-source projects, research platforms, datasets and associated challenges to encourage and accelerate research in the field. We will include live demo sessions to encourage discussions."
2nd Workshop on Audio-Visual Generation and Learning,"Shiqi Yang, Zhixiang Wang, Rodrigo Mira, Shoukang Hu, Vicky Kalogeiton, Stavros Petridis, Tae-Hyun Oh, Ming-Hsuan Yang",,"In this workshop, we aim to shine a spotlight on this exciting yet underinvestigated field by prioritizing new approaches in audio-visual generation, as well as covering a wide range of topics related to audio-visual learning, where the convergence of auditory and visual signals unlocks a plethora of opportunities for advancing creativity, understanding, and also machine perception. We hope our workshop can bring together researchers, practitioners, and enthusiasts from diverse disciplines in both academia and industry to delve into the latest developments, challenges, and breakthroughs in audio-visual generation and learning."
Workshop on Scene Graphs and Graph Representation Learning,"Azade Farshad, Maëlic Neau, Iro Armeni, Federico Tombari, Ehsan Adeli, Nassir Navab",,"The workshop focuses on the topic of scene graphs and graph representation learning for visual perception applications in different domains. Through a series of keynote talks, the audience will learn about defining, generating and predicting scene graphs, as well as about employing them for other tasks. Oral presentations of accepted submissions to the workshop will further enrich discussed topics with state-of-the-art advancements and engage the community. The objective is for attendees to learn about current developments and application domains of scene graphs and graph representation learning, as well as to draw inspiration and identify commonalities across these domains. Furthermore, this workshop will create an opportunity to discuss limitations, challenges, and next steps from research, practical, and ethical perspectives."
Human-Robot-Scene Interaction and Collaboration,"Jiayuan Gu, Xingyu Lin, Fangchen Liu, Yuexin Ma, Martin Magnusson, Sören Schwertfeger, Ye Shi, Hao Su, Jingya Wang, Lan Xu, Li Yi",,"Intelligent robots are advancing rapidly, with embodied agents increasingly expected to work and live alongside humans in households, factories, hospitals, schools, etc. For these agents to operate safely, socially, and intelligently, they must effectively interact with humans and adapt to changing environments. Moreover, such interactions can transform human behavior and even reshape the environment—for example, through adjustments in human motion during robot-assisted handovers or the redesign of objects for improved robotic grasping. Beyond established research in human-human and human-scene interactions, vast opportunities remain in exploring human-robot-scene collaboration. This workshop will explore the integration of embodied agents into dynamic human-robot-scene interactions."
Visual object tracking and segmentation challenge workshop,"Matej Kristan, Jiři Matas, Alan Lukežič, Luka Čehovin Zajc, Michael Felsberg, Pavel Tokmakov, Hyung Jin Chang, Gustavo Fernández",,"The VOTS2025 workshop is the thirteenth annual benchmarking activity of the VOT initiative, which has successfully identified key trends in tracking research, most recently the rise of video segmentation models as a promising direction for general object tracking. Continuing to connect the tracking community, VOTS2025 pushes the boundaries of tracking research. The workshop will present results of 32 trackers from three sub-challenges, focusing on holistic targets, targets undergoing topological transformations, and real-time tracking. Additionally, the program features presentations of winning methods, a panel discussion, and keynotes outlining future directions in object tracking and video understanding."
International Workshop on Observing and Understanding Hands in Action,"Hyung Jin Chang, Rongyu Chen, Zicong Fan, Rao Fu, Kun He, Kailin Li, Take Ohkawa, Yoichi Sato, Linlin Yang, Lixin Yang, Angela Yao, Qi Ye, Linguang Zhang, Zhongqun Zhang",,"The ninth edition of this workshop will emphasize the use of multimodal LLMs for hand-related tasks. Multimodal LLMs have revolutionized the perceptions of AI, and demonstrated groundbreaking contributions to multimodal understanding, zero-shot learning, and transfer learning. Those models can process and integrate information from different types of hand data (or modalities), allowing the model to better understand complex hand-object/-hand interaction situations by capturing richer, more diverse representations."
2nd Workshop on Scalable 3D Generation and 3D Geometric Scene Understanding,"Miaomiao Liu, Jose Alvarez, Mathieu Salzmann, Lingjie Liu, Hongdong Li, Richard Hartley",,"The objective of this workshop is to bring together engineers and researchers from academia and industry to discuss the current state-of-the-art methods in the field and challenges of computer vision for 3D scene generation, 3D scene reconstruction, 3D compositional scene geometric representation learning at a large scale. Moreover, this edition of workshop will also highlight 3D scene generation and understanding from multimodal data such as video, audio, and text, driven by its growing range of industrial applications."
